label,text,has_phone_number,has_special_chars,has_all_caps_words,has_url,is_mixed_language,has_currency,has_id_code,has_emoji,date/time,has_repeated_words,has_consecutive_special_chars,has_subscriber_code,avg_word_length,word_length
Ham,"(কষ্ট নেবে কষ্ট হরেক রকম কষ্ট আছে কষ্ট নেবে কষ্ট ! লাল কষ্ট নীল কষ্ট কাঁচা হলুদ রঙের কষ্ট পাথর চাপা সবুজ ঘাসের সাদা কষ্ট, আলোর মাঝে কালোর কষ্ট ‘মালটি-কালার’ কষ্ট আছে কষ্ট নেবে কষ্ট। -হেলাল হাফিজ",0,1,0,0,0,0,0,0,0,1,0,0,4.17,158
Spam,"“মুগদা, সবুজবাগ, শাহজাহানপুর, খিলগাঁও, রামপুরা, মতিঝিল, পল্টন, বাড্ডা, হাতিরঝিল থানার ই-পাসপোর্ট সেবা আগামী ০৭ মে ২০২৩ খ্রিঃ থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পূর্ব (আফতাবনগর) হতে দেওয়া হবে""।",0,1,0,0,0,0,0,0,1,0,0,1,5.52,164
Spam,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সামাজিক নিরাপত্তা খাতে বরাদ্দ ছিল মাত্র ২ হাজার ৫০৫ কোটি টাকা। ২০২৩ সালে বেড়ে দাঁড়িয়েছে ১ লক্ষ ২৬ হাজার ২৭২ কোটি টাকা।",0,1,0,0,0,1,0,0,1,1,0,1,4.46,129
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",0,1,0,1,0,1,0,0,1,0,1,1,8.67,64
Spam,ঘরে বসে ইনকাম করতে হলে আপনার হাতে থাকা ব্যবহৃত সিমটিকে ফ্লেক্সিলোড সিম বানিয়ে নিন আর অনলাইনে অফলাইনে দুভাবে অফার সেল করে প্রতিদিন ৫০০ থেকে ৭০০ টাকা ইনকাম করুন অনায়াসে যদি আপনার ব্যবহৃত সিম থেকে ফেক্সিলোড সিম বানাতে চান তাহলে ইনবক্স করুন ধন্যবাদ,0,0,0,0,0,1,0,0,1,1,0,0,4.88,205
Spam,"অভিনন্দন! আপনি এয়ারটেল লটারিতে 5,00,000 BDT জিতেছেন। আপনার পুরস্কার দাবি করতে, আপনার ব্যক্তিগত বিবরণ পাঠান 017XXXXXXXXXX এ।",0,1,1,0,1,0,0,0,0,1,0,0,6.0,108
Spam,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন: promusic.co/components/interbank.com/,0,1,0,0,1,0,0,0,0,0,0,0,7.0,91
Ham,কেমন আছেন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9
Spam,"আড়ং দিচ্ছে ঈদ উপলক্ষে বিশাল অফার ক্লিক করুন 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868",1,1,1,1,0,0,1,0,0,0,1,0,19.56,186
Ham,"প্রিয় গ্রাহক, আপনার বিদ্যুৎ বিল বাকি রয়েছে ৩০৪৫/- টাকা, জলদি পরিশোধ করুন।",0,1,0,0,0,1,0,0,0,0,0,1,4.75,62
Spam,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।",0,1,0,0,1,1,0,1,0,1,1,0,4.38,137
Spam,অভিনন্দন! আপনি Amazon উপহার কার্ডে $1000 জিতেছেন। দাবি করতে নীচের লিঙ্কে ক্লিক করুন. bit.ly/45673,1,1,0,1,1,1,0,0,0,0,0,1,5.57,84
Spam,আপনার ফেসবুক অ্যাকাউন্টটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [facebooksecure.com/UpdateBD],0,1,0,0,1,0,0,0,0,1,0,0,7.9,85
Spam,"লোটো লি কুপারে
নগদ পেমেন্টে BMW জেতার সুযোগ
বিকাশে ১০% ক্যাশব্যাক
শপ্র",0,1,1,0,1,0,0,0,0,0,0,0,4.83,62
Spam,"নভেম্বর-২৩
রিচার্জ:0৳
খরচ:
ডেটা:38৳
ভয়েস:57৳
অন্যান্য:0৳",0,1,0,0,0,0,0,0,0,0,0,0,7.5,56
Ham,তোমার ভাইবোন কেমন আছে?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
Spam,"প্রিয় শিক্ষার্থী,
মাধ্যমিক পরীক্ষায় উত্তীর্ণ হওয়ায় অভিনন্দন। আজকের তুমি আগামী বাংলাদেশের ভবিষ্যৎ, আমরা
তোমার অপেক্ষায়।
কুমিল্লা সিটি
কলেজ(EIIN:134648)কোটবাড়ি,
কুমিল্লা
মোবাইল:01781939370
01859412805",1,1,1,0,1,0,1,0,0,1,0,0,8.33,191
Ham,০১৯২৭২৮৩৭৯২ এই নাম্বারে রকেটে টাকা পাঠান।,1,0,0,0,0,1,1,0,0,0,0,0,5.83,36
Ham,কাল রাতে কি করেছো?,0,0,0,0,0,0,0,0,0,0,0,0,3.5,15
Ham,তুমি কি সমুদ্রে যাচ্ছো?,0,0,0,0,0,0,0,0,0,0,0,0,4.75,20
Spam,সেরা অফার! বোনাস সহ ৫জিবি-৫০টাকা-৩দিন। ডায়াল *১২১*৫৬৫০# বা mygp.li/my,0,1,0,0,1,1,0,0,1,0,0,1,5.78,61
Spam,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo,0,1,0,1,0,1,0,0,1,0,1,1,7.0,60
Spam,"১৮০৳ ক্যাশব্যাক শেষ দিন,নাও ৬১জিবি+১০০০মি@৳৭১৯,৩০দিন: cutt.ly/wwE5YMXC",0,1,1,0,1,0,0,0,0,0,0,0,9.67,65
Spam,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vhp",0,1,0,0,1,0,0,0,0,0,0,0,7.71,60
Spam,"সপ্তাহজুড়ে প্রো-লেভেল ইন্টারনেটিং,নাও ২৫জিবি@২১৯৳: cutt.ly/2wEyml8b",0,1,0,0,1,0,0,0,0,0,0,0,11.4,63
Ham,তুমি সবসময় সেরা।,0,0,0,0,0,0,0,0,0,0,0,0,4.67,15
Spam,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ",1,1,0,1,0,1,1,0,1,0,1,0,10.25,91
Spam,"মহান বিজয় দিবসে সবাইকে জানাই শুভেচ্ছা।  
দিলীপ কুমার আগরওয়ালা",0,0,0,0,0,0,0,0,0,0,0,0,5.56,52
Spam,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801916566678,1,1,0,0,0,0,1,0,0,0,0,0,6.0,51
Ham,তুমি কি গান শুনছো?,0,0,0,0,0,0,0,0,0,0,0,0,3.5,15
Spam,দিনে ৫০০ থেকে ৬০০ টাকা ইনকাম করতে চাইলে এই লিঙ্কে ঢুকে থাকুন https://t.me/Referincomebd4536_bot?start=r05236457375,1,1,0,1,0,1,1,0,1,0,1,0,7.31,102
Spam,"ঢাকা-মাওয়া এক্সপ্রেসওয়ে সংলগ্ন আবাসিক প্লট কাঠা নিম্ন২লক্ষ
01894939231",1,1,0,0,0,0,1,0,0,0,0,0,7.75,64
Ham,তোমার প্রিয় গান কোনটা?,0,0,0,0,0,0,0,0,0,0,0,0,4.75,20
Ham,তুমি কি অফিসে যাচ্ছো?,0,0,0,0,0,0,0,0,0,0,0,0,4.25,18
Spam,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।",0,1,0,0,1,1,0,1,0,1,1,0,4.38,137
Spam,ভালোবাসা দিবসে ডায়মন্ড গহনায় ২৫% ছাড় ১৫/০২/২০২৪ পর্যন্ত। ০১৭১৩১৯৯২৭০,1,1,0,0,0,0,1,0,1,0,0,1,6.44,62
Spam,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
",0,1,0,0,1,0,0,0,1,0,0,0,9.67,66
Ham,শুভ প্রভাত!,0,1,0,0,0,0,0,0,0,0,0,0,4.5,10
Spam,"৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8",0,1,0,0,1,1,0,0,1,0,0,1,10.8,65
Ham,০১৬৭২৫৭৩৮৪৮ নাম্বারে কল করুন।,1,0,0,0,0,0,1,0,0,0,0,0,6.25,26
Spam,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF",0,1,0,0,1,0,0,0,0,0,0,0,12.0,66
Spam,"জরুরী ভিত্তিতে নিয়োগ: 
অফিস সহকারি
থাকা খাওয়ার সুন্দর ব্যবস্থা আছে",0,1,0,0,0,0,0,0,0,0,0,0,5.7,60
Ham,শুভ নববর্ষ!,0,1,0,0,0,0,0,0,0,0,0,0,4.5,10
Spam,"https://t.me/DailyEarn_Money_bot?start=r07709397116 ফ্রী ইনকাম করতে চাইলে ক্লিক করুন,🤞",1,1,0,1,0,0,1,1,0,0,1,0,10.14,80
Spam,দারাজ ১১.১১-তে নগদে ১৫% পর্যন্ত ক্যাশব্যাক + ফ্রি ডেলিভারি। https://click.daraz.com.bd/e/_CUeCuf শর্ত প্রযোজ্য,0,1,0,1,0,0,0,0,1,0,1,0,7.82,99
Spam,"অভিনন্দন! আপনি 50,000 টাকা নগদ পুরস্কার জিতেছেন। আপনার পুরস্কার দাবি করতে 018XXXXXXXXX নম্বরে কল করুন।",0,1,1,0,1,1,0,0,0,1,0,0,5.6,88
Ham,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।",0,1,0,0,0,1,0,0,0,0,0,1,4.33,43
Spam,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd,0,1,0,1,0,0,0,0,0,0,1,0,7.5,97
Spam,আইপিএল ফাইনালে বাজি ধরুন এবং ১ কোটি টাকা জিতুন। এখনই শুরু করুন: smilesvoegol.servebbs.org/voegol.php,0,1,0,0,1,1,0,0,0,0,0,0,6.31,88
Ham,"কষ্ট পেয়ো না, আমি আছি তোমার পাশে।",0,0,0,0,0,0,0,0,0,0,0,0,3.71,28
Spam,আপনার লেনদেন সুরক্ষার জন্য অবিলম্বে লগইন করুন: [securetransaction.com/LoginBD],0,1,0,0,1,0,0,0,0,0,0,0,8.25,71
Ham,শুভ সপ্তাহের প্রথম দিন!,0,1,0,0,0,0,0,0,0,0,0,0,4.75,20
Ham,"ভাই, 
আযহার ভাই আপনার সাথে দেখা করতে বললো। এম. ফিল এর Synopsis নিয়ে ",0,0,0,0,1,0,0,0,0,1,0,0,4.0,56
Spam,বিপিএলে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। শুরু করুন: super1000.info/docs,0,1,0,0,1,0,0,0,0,0,0,0,5.0,74
Ham,আজ কি সিনেমা দেখবে?,0,0,0,0,0,0,0,0,0,0,0,0,3.75,16
Spam,আপনার সিম কার্ড পুনরায় সক্রিয় করতে কল করুন +8801915566778,1,1,0,0,0,0,1,0,0,0,0,0,5.56,51
Ham,তুমি কি পরিবারের সাথে আছো?,0,0,0,0,0,0,0,0,0,0,0,0,4.2,22
Ham,"সময় নাই, তাড়াতাড়ি টাকা পাঠাও, বিকাশ ০১৯৩৭৩৮২৮৯৩।",1,0,0,0,0,1,1,0,0,0,0,0,5.57,42
Spam,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567,1,1,0,0,0,1,1,0,0,0,0,0,6.0,44
Ham,আমি তোমাকে একটি গল্প শুনাতে চাই।,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
Spam,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@ ৳৪৭৩, ৩০দিন cutt.ly/zwTmxzpd",0,1,0,0,1,0,0,0,0,0,0,0,5.8,62
Spam,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে কল করুন: +8801711234567,1,1,0,0,0,0,1,0,0,0,0,0,6.55,75
Spam,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD],0,1,0,0,1,0,0,0,0,1,0,0,7.56,74
Ham,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,29
Ham,আপনি কি করতে পারেন?,0,0,0,0,0,0,0,0,0,0,0,0,3.75,16
Spam,"অভিনন্দন!! দারাজ থেকে BDT 5,000 গিফট ভাউচার পান। দাবির জন্য লিঙ্কে ক্লিক করুন: www.face3b00kurl.com।",0,1,1,1,1,0,0,0,0,0,1,1,5.64,87
Spam,"নগদ থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadPrizeBot",0,1,0,1,0,1,0,0,1,0,1,0,6.58,87
Spam,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo,0,1,0,1,0,1,0,0,1,0,1,1,7.0,60
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",0,1,0,1,0,1,0,0,1,0,1,1,8.67,64
Spam,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1",0,1,0,0,1,0,0,0,0,0,0,0,8.43,64
Ham,আমি এখানে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9
Spam,"“আপনার জীবন, স্বাস্থ্য ও সম্পদের অনাকাঙ্খিত/দুর্ঘটনাজনিত ক্ষতি লাঘবের ব্যবস্থা হলো বীমা। বীমা করুন, ঝুঁকিমুক্ত থাকুন”-বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ।",0,1,0,0,0,0,0,0,0,1,0,0,6.68,135
Spam,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ২৬জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/mwmJFpRa",0,1,0,0,1,0,0,0,0,0,0,0,9.5,65
Spam,আপনার ব্যাংক কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [verifybankcard.com/UpdateBD],0,1,0,0,1,0,0,0,0,1,0,0,7.4,80
Ham,"আমি ভালো আছি, আপনি কেমন আছেন?",0,0,0,0,0,0,0,0,0,0,0,0,3.67,24
Spam,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.,0,1,1,0,1,0,0,0,0,0,0,0,5.71,44
Spam,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।",0,1,0,0,0,0,0,0,0,0,0,0,4.3,47
Spam,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।,0,1,0,0,0,0,0,0,0,0,0,0,5.29,40
Ham,এই যা কোন অন্য জন্য এটির জন্য না কেন সেটি বিশেষ হলো তাই আমি এটি বলতে চাই।,0,0,0,0,0,0,0,0,0,1,0,0,3.35,58
Spam,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka",0,1,0,0,0,0,0,0,1,1,0,1,5.18,63
Spam,"জনতা ব্যাংক থেকে ১,০০০ টাকা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801912233445",1,1,0,0,0,1,1,0,1,0,0,0,5.64,66
Spam,"আকর্ষণীয় চাকরি ও পড়াশোনা, মাসিক বেতন ২ লক্ষ+ এবং দক্ষিণ কোরিয়ায় স্থায়ী বসবাসের সুযোগ।
বিনামূল্যে টিউশন ও থাকার ব্যবস্থা।
যোগাযোগ করুন:
01720557103
01720557120
01321200716
01550402100",1,1,0,0,0,0,1,0,0,1,0,0,6.32,169
Spam,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC",0,1,1,0,1,0,0,0,0,0,0,0,8.29,64
Ham," তারা আমাদের ভাই-বোনদের মৃত্যুর ভয় দেখিয়ে দমিয়ে রাখতে চায়, অথচ আমাদের পেছনে রয়েছে বদর, খন্দক, তাবুকের মতো শত শত স্মৃতি। - [কবি আল মাহমুদ]",0,1,0,0,0,0,0,0,0,1,0,0,4.57,113
Ham,"সব ঠিক হয়ে যাবে, সাহস রেখো।",0,0,0,0,0,0,0,0,0,0,0,0,3.5,23
Ham,"০১৬৭২৫৯২৮৭১ এই নাম্বারে কল করুন, আমার টাকা দরকার।",1,0,0,0,0,1,1,0,0,0,0,0,5.0,42
Spam,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadWinBot",0,1,0,1,0,1,0,0,1,0,1,0,6.69,95
Spam,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ",1,1,0,1,0,1,1,0,1,0,1,0,10.25,91
Spam,অনলাইন শপিংয়ে ২৫% ক্যাশব্যাক! কোড: SHOP25. দেরি না করে এখনই শপিং করুন।,0,1,1,0,1,0,0,0,0,0,0,0,4.58,60
Spam,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।,0,1,0,0,0,0,0,0,0,0,0,0,4.62,40
Spam,অ্যাপল আইফোন ১৫ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801811011123,1,1,0,0,0,0,1,0,0,0,0,0,5.8,61
Spam,"বাড়িতে বসে অনলাইনে কেউ ইনকাম করতে চাইলে আমাকে ইনবক্স করুন।
প্রতিদিন ২০০ থেকে ৫০০ টাকা।",0,0,0,0,0,1,0,0,1,0,0,0,4.73,74
Spam,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [accountverify.com/VerifyBD],0,1,0,0,1,0,0,0,0,0,0,0,8.0,86
Spam,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@ ৳৬৯৯, ৩০দিন cutt.ly/FwQhpKHc",0,1,0,0,1,0,0,0,0,0,0,0,10.17,67
Ham,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,29
Ham,শুভ রাত্রি!,0,1,0,0,0,0,0,0,0,0,0,0,4.5,10
Spam,"https://t.me/darazbotpay_bot?start=r01789928105.
Free income করতে পারবেন। ১মিনিট ঢুকে দেখলে তো আর কোন সমস্যা নেই,",1,1,0,1,1,0,1,0,1,0,1,0,7.08,103
Spam,iPhone 15 জেতার সুযোগ! কুইজ খেলে জিতুন এখনই। ক্লিক: https://cutt.ly/jeo;,0,1,0,1,1,0,0,0,0,0,1,1,5.4,63
Spam,"তোমার জন্য স্পেশাল ডিল!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr",0,1,0,0,1,0,0,0,1,0,0,0,9.5,63
Ham,শুভ প্রভাত!,0,1,0,0,0,0,0,0,0,0,0,0,4.5,10
Spam,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801914455667,1,1,0,0,0,0,1,0,0,0,0,0,6.56,62
Spam,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি ট্রিপ জিতুন! যোগ দিন: smilesvoegol.servebbs.org/voegol.php,0,1,0,0,1,0,0,0,0,0,0,0,6.67,86
Spam,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য কল করুন: +8801917677789,1,1,0,0,1,0,1,0,0,0,0,0,6.27,72
Spam,একটি Samsung Galaxy ফোন জেতার সুযোগ! এই বার্তায় 'GALAXY' উত্তর দিন।,0,1,1,0,1,0,0,0,0,1,0,0,4.91,58
Ham,সমুদ্রে ভ্রমণ করতে ভালো লাগে।,0,0,0,0,0,0,0,0,0,0,0,0,4.8,25
Ham,০১৬৭২৫৭৩৮৭৩ নাম্বারে দ্রুত বিকাশ করুন।,1,0,0,0,0,0,1,0,0,0,0,0,6.6,34
Spam,আপনার ইমেল অ্যাকাউন্টটি আপডেট করা দরকার। এখানে লগইন করুন: [emailupdate.org/LoginBD],0,1,0,0,1,0,0,0,0,0,0,0,6.8,74
Spam,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।,0,0,0,0,0,0,0,0,0,0,0,0,5.14,38
Ham,শুভ বিবাহ বার্ষিকী!,0,1,0,0,0,0,0,0,0,0,0,0,5.33,17
Ham,আমি ভুল মনে হয় এবং আমি এটি সমাধান করতে চাই।,0,0,0,0,0,0,0,0,0,1,0,0,3.4,35
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",0,1,0,1,0,1,0,0,1,0,1,1,8.67,64
Spam,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।,0,1,0,0,0,0,0,0,0,0,0,0,5.33,51
Spam,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।,0,1,0,0,0,0,0,0,0,0,0,0,4.33,42
Spam,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। এখনই শুরু করুন: ebayisapidlld.altervista.org/,0,1,0,0,1,0,0,0,0,0,0,0,6.85,94
Spam,শাকিবের সই করা বল জিততে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: xini.eu/00Qe,0,1,0,0,1,0,0,0,0,0,0,0,4.91,58
Spam,নতুন সিম নিন এবং বিনামূল্যে ৫০GB ইন্টারনেট পান! ক্লিক করুন: https://ak76.xyz/?y=ep1669102548,1,1,1,1,1,0,1,0,0,0,1,0,6.64,82
Ham,"তুমি নিজের উপর বিশ্বাস রাখো, সব কিছু সম্ভব।",0,0,0,0,0,0,0,0,0,0,0,0,4.25,36
Spam,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI,0,1,0,0,1,0,0,0,1,0,0,0,8.29,64
Spam,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।,0,1,0,0,0,0,0,0,0,0,0,0,4.33,42
Spam,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।",0,1,0,0,0,0,0,0,0,0,0,0,4.3,47
Ham,আজকে কি পড়ছো?,0,0,0,0,0,0,0,0,0,0,0,0,3.33,11
Spam,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo,0,1,0,1,0,1,0,0,1,0,1,1,7.0,60
Spam,"‘করবো বীমা, গড়বো দেশ
স্মার্ট হবে বাংলাদেশ।’ বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ অর্থ মন্ত্রণালয়।",0,0,0,0,0,0,0,0,0,1,0,0,5.56,106
Spam,"প্রিয় গ্রাহক, আজ রাত ১১.৩০ টায় বিদ্যুৎ অফিস থেকে আপনার বিদ্যুৎ সংযোগ বিচ্ছিন্ন করা হবে কারণ আপনার আগের মাসের বিল পরিশোধ করা হয়নি। অনুগ্রহ করে অবিলম্বে আমাদের বিদ্যুৎ কর্মকর্তার সাথে 09874567456 নম্বরে যোগাযোগ করুন ধন্যবাদ।",1,0,0,0,0,1,1,0,1,1,0,0,5.34,191
Spam,আপনার সিভি আমাদের চাকরির জন্য নির্বাচিত হয়েছে। দিনে ২-৩ ঘণ্টা কাজ করেই বাড়ি বসে রোজ ৮ হাজার টাকা বেতন পাবেন। অফার লেটার গ্রহণ করতে এই লিঙ্কে ক্লিক করুন।,0,1,0,0,0,1,0,0,1,0,0,0,4.36,126
Ham,আসসালামু আলাইকুম।,0,0,0,0,0,0,0,0,0,0,0,0,7.5,16
Spam,"৪৫৳ ক্যাশব্যাক! ৩১জিবি+৫০০মি.@৪৫৪৳ ৩০দিন, নিয়ে নাও: cutt.ly/qwWTAUku",0,1,0,0,1,0,0,0,0,0,0,0,7.86,63
Ham,তোমার বাসা কতটুকু দূরে?,0,0,0,0,0,0,0,0,0,0,0,0,4.75,20
Spam,"ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ https://bit.ly/bKash_1000",0,1,0,1,0,1,0,0,1,1,1,1,5.11,240
Ham,আশা করি তোমার সফল হোক!,0,1,0,0,0,0,0,0,0,0,0,0,3.4,18
Ham,"আপনার বিদ্যুৎ বিল বাকি আছে ৭২০০/- টাকা, জরুরি।",0,1,0,0,0,1,0,0,0,0,0,1,4.38,39
Ham,"আপনি যদি ইসলামকে চর্চা না করেন, দয়াকরে ইসলাম সম্পর্কে কিছু বলতে আসবেন না! -[ডা: জাকির নায়িক]",0,1,0,0,0,0,0,0,0,1,0,0,4.56,79
Spam,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৪৬জিবি @ ৳৩৯৮,৩০দিন: cutt.ly/AwQzYxAf",0,1,0,0,1,0,0,0,0,0,0,0,8.67,58
Spam,"৪৫৳ ক্যাশব্যাক! ৪৬জিবি @ ৪৫৩৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/4wQzxdl1",0,1,0,0,1,0,0,0,0,0,0,0,5.89,60
Spam,"নগদ অ্যাকাউন্টে ১,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801711011123",1,1,0,0,0,1,1,0,1,0,0,0,5.82,68
Spam,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৮",1,1,0,0,0,0,0,0,0,0,0,1,5.1,55
Ham,"আমি ঠিক আছি, আপনি কেমন আছেন?",0,0,0,0,0,0,0,0,0,0,0,0,3.5,23
Ham,ভালোবাসা খুব দামী জিনিস। যত্ন করে রাখতে হয়। কারন ভালোবাশা একবার হারিয়ে গেলে জীবনে আর কোনো দিন ফিরে পাওয়া যায় না।,0,0,0,0,0,0,0,0,0,0,0,0,4.43,96
Spam,"এপ্রিল-২৪
রিচার্জ:0৳
খরচ:
ডেটা:19৳
ভয়েস:66৳
অন্যান্য:0৳",0,1,0,0,0,0,0,0,0,0,0,0,7.33,55
