label,message,has_phone_number,has_special_chars,has_all_caps_words,has_url,is_mixed_language,has_currency,has_id_code,has_emoji,date/time,has_repeated_words,has_consecutive_special_chars,has_subscriber_code,avg_word_length,word_length
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://harris-crawford.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,8.0,63
spam,এই লিঙ্কে ক্লিক করুন http://gibbs.org/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,5.62,51
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 001-306-967-8112x20330 এ কল করুন পুরস্কার নিতে।,1,1,0,0,1,0,0,0,0,0,0,0,5.42,71
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://brown.com/,0,1,0,1,0,0,0,0,0,0,1,0,6.33,65
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://king-rodriguez.info/,0,1,0,1,0,0,0,0,0,0,1,0,7.33,75
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://adams-campbell.net/",0,1,0,1,0,1,0,0,1,0,1,0,5.75,78
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই +1-105-768-0393x2409 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.82,59
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। +1-629-184-0214x160 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.0,84
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। +1-108-147-3540x7194 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.08,85
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://rodriguez.biz/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.73,81
spam,এই লিঙ্কে ক্লিক করুন http://ferrell-olson.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.5,59
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। (159)885-8688x6106 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.0,83
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন https://gordon.info/,0,1,0,1,0,0,0,0,0,0,1,0,6.67,68
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (145)453-0913x739 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.64,56
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://stephenson-gonzales.net/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,7.45,90
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://torres.com/",0,1,0,1,0,1,0,0,1,0,1,0,5.17,70
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 442.396.8548x88611 এ ফোন করুন।,0,0,1,0,1,0,0,0,0,0,0,0,4.82,57
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://shepard-frye.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.82,83
spam,বিনামূল্যে রিচার্জ পেতে এখনই https://levine.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.0,55
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 044-654-8013x536 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.64,55
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://medina-harris.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.71,61
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 181.124.1056x65887 এ যোগাযোগ করুন।,0,0,0,0,1,1,0,0,0,0,0,0,6.08,83
spam,এই লিঙ্কে ক্লিক করুন https://landry-ho.org/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.12,56
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,এই লিঙ্কে ক্লিক করুন http://www.mendoza.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.25,57
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://leon-weber.com/,0,1,0,1,0,0,0,0,0,0,1,0,6.78,70
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://barber.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.36,77
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://www.gonzales-taylor.com/",0,1,0,1,0,1,0,0,1,0,1,0,6.08,83
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। (397)384-7473 এ যোগাযোগ করুন।,1,1,0,0,0,1,0,0,0,0,0,1,5.62,78
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 086-499-1084 এ যোগাযোগ করুন।,1,1,0,0,0,1,0,0,0,0,0,1,5.62,77
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। +1-389-318-9316x33232 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.15,86
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (267)337-9088x812 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.64,56
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন https://shelton.biz/,0,1,0,1,0,0,0,0,0,0,1,0,6.67,68
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই +1-741-043-8248 এ কল করুন পুরস্কার নিতে।,1,1,0,0,0,0,0,0,0,0,0,1,4.75,64
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 2406095570 এ কল করুন পুরস্কার নিতে।,1,1,0,0,0,0,1,0,0,0,0,0,4.67,59
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই https://www.ramirez.net/",0,1,0,1,0,1,0,0,1,0,1,0,5.58,76
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 001-955-155-8910 এ যোগাযোগ করুন।,1,1,0,0,0,1,0,0,0,0,0,1,5.85,81
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 029.782.0377 এ কল করুন পুরস্কার নিতে।,0,1,0,0,0,0,0,0,0,0,0,1,4.67,61
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 555-771-8203x30288 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.82,57
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 021.073.7933 এ কল করুন পুরস্কার নিতে।,0,1,0,0,0,0,0,0,0,0,0,1,4.67,61
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 768.742.2049x8187 এ ফোন করুন।,0,0,1,0,1,0,0,0,0,0,0,0,4.73,56
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 439.049.5365 এ কল করুন পুরস্কার নিতে।,0,1,0,0,0,0,0,0,0,0,0,1,4.67,61
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://www.floyd-haynes.org/",0,1,0,1,0,1,0,0,1,0,1,0,5.83,80
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 001-480-163-0673x2085 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.23,86
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.conner-hernandez.net/,0,1,0,1,0,0,0,0,0,0,1,0,7.78,80
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 086.956.4235 এ ফোন করুন।,0,0,1,0,1,0,0,0,0,0,0,1,4.27,51
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। +1-986-547-4186x85181 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.15,86
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://friedman.org/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.14,56
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (827)827-0533x53621 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.82,58
spam,এই লিঙ্কে ক্লিক করুন https://ross.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,5.62,51
spam,এই লিঙ্কে ক্লিক করুন https://www.ramirez.org/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.38,58
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,এই লিঙ্কে ক্লিক করুন http://harrison-sloan.net/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.62,60
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই https://www.bishop.info/",0,1,0,1,0,1,0,0,1,0,1,0,5.58,76
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন https://brown.com/,0,1,0,1,0,0,0,0,0,0,1,0,6.44,66
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://brooks.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.45,78
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://miller.net/",0,1,0,1,0,1,0,0,1,0,1,0,5.17,70
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই https://jordan.com/",0,1,0,1,0,1,0,0,1,0,1,0,5.25,71
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই +1-816-313-9671 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,1,4.36,54
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই +1-790-730-5553x806 এ কল করুন পুরস্কার নিতে।,1,1,0,0,1,0,0,0,0,0,0,0,5.08,68
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.wright.biz/,0,1,0,1,0,0,0,0,0,0,1,0,6.78,70
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://howell-clark.org/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.91,84
spam,এই লিঙ্কে ক্লিক করুন https://www.dickson-olson.org/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.0,64
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই https://ramirez.com/",0,1,0,1,0,1,0,0,1,0,1,0,5.33,72
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 998-388-3402x9705 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.0,82
spam,বিনামূল্যে রিচার্জ পেতে এখনই https://brown.net/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.86,54
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (607)341-7830 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,1,4.27,52
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://www.murphy.com/",0,1,0,1,0,1,0,0,1,0,1,0,5.42,74
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 190-869-2684x265 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.64,55
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.reyes-howard.com/,0,1,0,1,0,0,0,0,0,0,1,0,7.33,76
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন https://wilson.com/,0,1,0,1,0,0,0,0,0,0,1,0,6.56,67
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://www.gardner-woods.net/",0,1,0,1,0,1,0,0,1,0,1,0,5.92,81
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই +1-538-421-7807x4133 এ কল করুন পুরস্কার নিতে।,1,1,0,0,1,0,0,0,0,0,0,0,5.17,69
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই https://huber-king.org/",0,1,0,1,0,1,0,0,1,0,1,0,5.5,75
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.chambers-warren.com/,0,1,0,1,0,1,0,0,0,0,1,0,7.67,79
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 001-903-260-6920x5761 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.23,86
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://stuart.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.86,54
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://hoffman.biz/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.45,78
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই (864)459-6447 এ কল করুন পুরস্কার নিতে।,1,1,0,0,0,0,0,0,0,0,0,1,4.67,62
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 693-401-8745 এ কল করুন পুরস্কার নিতে।,1,1,0,0,0,0,0,0,0,0,0,1,4.67,61
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 421-107-5220 এ কল করুন পুরস্কার নিতে।,1,1,0,0,0,0,0,0,0,0,0,1,4.67,61
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://www.carlson.info/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.82,83
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,এই লিঙ্কে ক্লিক করুন https://dunn-davenport.biz/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.75,61
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 701-977-7819x7877 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.73,56
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই https://higgins-chandler.com/",0,1,0,1,0,1,0,0,1,0,1,0,6.0,81
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,এই লিঙ্কে ক্লিক করুন https://ellis-hunter.org/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.5,59
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 088.599.9281x887 এ কল করুন পুরস্কার নিতে।,0,1,0,0,1,0,0,0,0,0,0,0,5.0,65
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 001-822-103-6673x32284 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.31,87
spam,এই লিঙ্কে ক্লিক করুন http://www.ford.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,5.88,54
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 001-798-702-3079x62584 এ কল করুন পুরস্কার নিতে।,1,1,0,0,1,0,0,0,0,0,0,0,5.42,71
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.price.biz/,0,1,0,1,0,0,0,0,0,0,1,0,6.67,69
