type,text,has_phone_number,has_special_chars,has_all_caps_words,has_url,is_mixed_language,has_currency,has_id_code,has_emoji,date/time,has_repeated_words,has_consecutive_special_chars,has_subscriber_code,avg_word_length,has_landline_number,word_length
ham,"২০ মে, ২০২১ ‘বিশ্ব মেট্রোলজি দিবস&apos;। দিবসটির প্রতিপাদ্য হচ্ছে ‘সুস্বাস্থ্যের জন্য পরিমাপ’।",0,1,0,0,1,0,0,0,1,0,0,1,6.25,0,83
ham,"২৩-২৯ মে ২০২৪ জাতীয় কৃমি নিয়ন্ত্রণ সপ্তাহে ৫-১৬ বছর বয়সী সকল শিশুকে ভরাপেটে ১ ডোজ কৃমি নাশক ঔষধ খাওয়ান - স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য ও প.ক. মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,4.84,0,128
ham,"নৌ নিরাপত্তা সপ্তাহ ১৯ মে হতে সপ্তাহব্যাপী। প্রতিপাদ্যঃ‘প্রশিক্ষিত জনবল ও নিরাপদ জলযান, নৌ নিরাপত্তায় রাখবে অবদান’- নৌ-পরিবহন অধিদপ্তর।",0,1,0,0,0,0,0,0,1,1,0,0,6.17,0,118
ham,“১১তম জাতীয় ক্ষুদ্র ও মাঝারি শিল্প পণ্য মেলা-২০২৪ বঙ্গবন্ধু আন্তর্জাতিক সম্মেলন কেন্দ্রে ১৯-২৫ মে ২০২৪ প্রতিদিন সকাল ১০.০০ টা হতে রাত ৮:০০ টা পর্যন্ত চলবে। আপনি সপরিবারে আমন্ত্রিত। -শিল্প মন্ত্রণালয়।”,0,1,0,0,0,0,0,0,1,1,0,1,5.37,0,171
ham,‘বাংলাদেশ বিমান বাহিনীতে ৮৭ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। ভিজিট করুনঃ www.joinbangladeshairforce.mil.bd’,0,0,0,1,1,0,0,0,0,0,0,0,7.31,0,101
ham,বাংলাদেশ বিমান বাহিনীতে ৮৭ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। ভিজিট করুনঃ www.joinbangladeshairforce.mil.bd,0,0,0,1,1,0,0,0,0,0,0,0,7.31,0,99
ham,‘বয়োজ্যেষ্ঠ ব্যক্তি এবং স্বাস্থ্যসম্মত বার্ধক্যের জন্য ডিজিটাল প্রযুক্তি’ প্রতিপাদ্যকে সামনে রেখে আজ ১৭ মে পালিত হচ্ছে বিশ্ব টেলিযোগাযোগ ও তথ্য সংঘ দিবস ২০২২ - ডাক ও টেলিযোগাযোগ বিভাগ।,0,1,0,0,0,0,0,0,1,1,0,1,5.67,0,157
ham,১৭ মে বিশ্ব টেলিযোগাযোগ দিবসের শুভেচ্ছা জানাই। আসুন আমরা জনসেবার সকল খাতকে ‘ডিজিটাল রুপান্তর’ করি।,0,0,0,0,0,0,0,0,1,0,0,0,5.33,0,84
ham,১৭ মে বিশ্ব টেলিযোগাযোগ দিবসের শুভেচ্ছা জানাই। আসুন আমরা জনসেবার সকল খাতকে ‘ডিজিটাল রুপান্তর’ করি।,0,0,0,0,0,0,0,0,1,0,0,0,5.33,0,84
ham,সরকারি সেবা এখন হাতের মুঠোয়। এক ঠিকানায় সরকারি সেবা পেতে ভিজিট করুন: mygov.bd অথবা ডাউনলোড করুন myGov-আমার সরকার মোবাইল অ্যাপ,0,1,0,0,1,0,0,0,0,1,0,0,5.1,0,106
ham,"১৬-২০ মে ২০২১, নিকটস্থ কমিউনিটি ক্লিনিকের মাধ্যমে যথাযথ স্বাস্থ্যবিধি মেনে ৫-১৬ বছর বয়সী সকল শিশুকে ১ ডোজ কৃমিনাশক ঔষধ খাওয়ান। -স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য ও পরিবার কল্যান মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,5.63,0,159
ham,"“১৬-২০ মে ২০২১, নিকটস্থ কমিউনিটি ক্লিনিকের মাধ্যমে যথাযথ স্বাস্থ্যবিধি মেনে ৫-১৬ বছর বয়সী সকল শিশুকে ১ ডোজ কৃমিনাশক ঔষধ খাওয়ান। -স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য ও পরিবার কল্যান মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,5.63,0,160
ham,‘আমি প্রবাসী’ অ্যাপ ডাউনলোড করে ঘরে বসেই সরকারী রেজিষ্ট্রেশন করে বিদেশে চাকরি খুঁজে এই সম্পর্কিত সকল সেবা নিশ্চিত করুন। http://www.amiprobashi.com/a,0,1,0,1,1,0,0,0,0,1,1,0,6.0,0,129
ham,আজ আন্তর্জাতিক নার্স দিবস। প্রতিপাদ্য বিষয়-স্বাস্থ্য ব্যবস্থাপনায় শক্তিশালী নার্স নেতৃত্বের বিকল্প নেই-বিশ্ব স্বাস্থ্যসেবা নিশ্চিত করতে নার্সিং খাতে বিনিয়োগ বাড়ান ও নার্সদের অধিকার সংরক্ষণ করুন।,0,1,0,0,0,0,0,0,0,1,0,0,6.96,0,171
ham,"আন্তর্জাতিক নার্স দিবস, ২০২১।",0,0,0,0,0,0,0,0,0,0,0,1,6.0,0,26
ham,বঙ্গবন্ধু স্যাটেলাইট-১ উৎক্ষেপণের তৃতীয় বার্ষিকীতে দেশবাসীকে শুভেচ্ছা,0,1,0,0,0,0,0,0,0,0,0,0,8.86,0,63
ham,"অনূর্ধ্ব ১৮ বছর বয়সী বাংলাদেশী শিশু-কিশোর এবং সংশ্লিষ্ট প্রতিষ্ঠানসমূহ হতে ‘শেখ রাসেল পদক’ এর আবেদনপত্র অনলাইনে আহবান করা যাচ্ছে। আবেদনের শেষ সময় ১৫ মে, ২০২৪। বিস্তারিতঃ award.sheikhrussel.gov.bd",0,1,0,0,1,0,0,0,1,0,0,1,5.93,0,169
ham,“শ্রমিক-মালিক একতা উন্নয়নের নিশ্চয়তা” মহান মে দিবসের এ প্রতিপাদ্যের আলোকে শ্রমিক-মালিক সুসম্পর্কের মাধ্যমে প্রকৃত উন্নয়ন নিশ্চিত করাই আমাদের অঙ্গীকার- শ্রম ও কর্মসংস্থান মন্ত্রণালয়।,0,1,0,0,0,0,0,0,0,1,0,0,6.65,0,159
ham,"“শ্রমিক-মালিক নির্বিশেষ, মুজিব বর্ষে গড়ব দেশ” মহান মে দিবসের এ প্রতিপাদ্যের আলোকে শ্রমিক-মালিক সুসম্পর্কের মাধ্যমে প্রকৃত উন্নয়ন নিশ্চিত করাই আমাদের অঙ্গীকার - শ্রম ও কর্মসংস্থান মন্ত্রণালয়।",0,1,0,0,0,0,0,0,0,1,0,0,6.32,0,165
ham,"“ইলিশ হলো মাছের রাজা-জাটকা ধরলে হবে সাজা” ১১-১৭ মার্চ “জাটকা সংরক্ষণ সপ্তাহ-২০২৪” উদ্‌যাপিত হতে যাচ্ছে। আসুন, আমরা জাটকা রক্ষা করে ইলিশ উৎপাদন বৃদ্ধি করি-মৎস্য অধিদপ্তর/মপ্রাম।",0,1,0,0,0,1,0,0,1,1,0,1,5.56,0,152
ham,বাংলাদেশ সেনাবাহিনীতে কমিশন্ড অফিসার হিসাবে ৮৯তম বিএমএ দীর্ঘ মেয়াদী কোর্সে যোগ দিন । ৩০ এপ্রিল ২০২২ তারিখের মধ্যে অনলাইনে আবেদন করুনঃ https://joinbangladesharmy.army.mil.bd,0,1,0,1,1,0,0,0,1,0,1,1,6.86,0,151
ham,‘বাংলাদেশ বিমান বাহিনীতে ৮৮ বাফা কোর্সের অনলাইনে আবেদনের সময়সীমা ২৫ এপ্রিল ২০২৩ তারিখ পর্যন্ত বর্ধিত করা হয়েছে।’ বিস্তারিতঃ http://joinairforce.baf.mil.bd,0,1,0,1,1,0,0,0,1,0,1,1,6.68,0,136
ham,"৮ মার্চ আন্তর্জাতিক নারী দিবস, ২০২৩ । এবারের প্রতিপাদ্য",0,0,0,0,0,0,0,0,1,0,0,1,5.62,0,47
ham,“আন্তর্জাতিক নারী দিবস ২০২২ এর অনুষ্ঠান আগামী ০৮/০৩/২০২২ তারিখ সকাল ৯.৩০ টায় ডিজিটাল পদ্ধতিতে টেলিভিশন/অনলাইনে উপভোগ করুন”-মহিলা ও শিশু বিষয়ক মন্ত্রণালয়।,0,1,0,0,0,0,0,0,1,0,0,1,5.95,0,133
ham,“আন্তর্জাতিক নারী দিবস ২০২১ এর অনুষ্ঠান আগামী ০৮/০৩/২০২১ তারিখ সকাল ১০.০০ টায় ডিজিটাল পদ্ধতিতে টেলিভিশন/অনলাইনে উপভোগ করুন।” -মহিলা ও শিশু বিষয়ক মন্ত্রণালয়,0,1,0,0,0,0,0,0,1,0,0,1,5.73,0,134
ham,৬ মার্চ ২০২৪ ‘জাতীয় পাট দিবস’। এবারের প্রতিপাদ্য বিষয়-,0,1,0,0,0,0,0,0,1,0,0,1,4.67,0,46
ham,আগামী ০৭.০৩.২০২২ সকাল ১০:০০ টায় বিআইসিসিতে ঐতিহাসিক ৭ই মার্চ-২০২২ উদযাপন অনুষ্ঠানে মাননীয় প্রধানমন্ত্রী ভার্চুয়ালি অংশগ্রহণ করবেন। অনুষ্ঠানটি বিটিভির ফেসবুক পেইজে এবং ইউটিউব চ্যানেলে সম্প্রচারিত হবে।,0,1,0,0,0,0,0,0,1,0,0,1,6.76,0,175
ham,‘ঐতিহাসিক ৭ই মার্চ’ জাতীয় দিবসের অনুষ্ঠানে প্রধান অতিথি হিসেবে মাননীয় প্রধানমন্ত্রী ভার্চুয়ালি অংশগ্রহণ করবেন। অনুষ্ঠানটি বিকাল ৩টায় সকল টিভি চ্যানেলে সম্প্রচারিত হবে। - সংস্কৃতি বিষয়ক মন্ত্রণালয়,0,1,0,0,0,0,0,0,1,0,0,0,6.6,0,170
ham,"আগামী ০৬ মার্চ ২০২২ তারিখ ‘জাতীয় পাট দিবস’। এবারের প্রতিপাদ্য বিষয় “সোনালী আঁশের সোনার দেশ, পরিবেশবান্ধব বাংলাদেশ”- বস্ত্র ও পাট মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,5.33,0,120
ham,বাংলাদেশ বিমান বাহিনীতে ৮৬ বাফা কোর্সে অফিসার ক্যাডেট হিসাবে যোগ দেয়ার আবেদনের সময়সীমা ১০ এপ্রিল ২০২২ পর্যন্ত বর্ধিত করা হয়েছে। বিস্তারিতঃ www.joinbangladeshairforce.mil.bd,0,0,0,1,1,0,0,0,1,0,0,1,6.68,0,151
ham,নৌবাহিনীতে আর্থিক লেনদেনের মাধ্যমে ভর্তি হওয়া দন্ডণীয় অপরাধ। প্রতারক বা দালাল চক্র হতে সতর্ক থাকুন।,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,85
ham,“দুস্থ ও মানবতায় সেবায় আঞ্জুমান মুফিদুল ইসলামকে আপনার যাকাত ও সাদাকা দান করুন।,0,0,0,0,0,0,0,0,0,1,0,0,4.92,0,66
ham,"৩১ মার্চ হতে ০৬ এপ্রিল জাটকা সংরক্ষণ সপ্তাহ। আসুন, আমরা জাটকা ধরা, ক্রয়-বিক্রয়, পরিবহন, মজুদ করা ও খাওয়া থেকে বিরত থাকি। জাতীয় মাছ ইলিশ উৎপাদন বৃদ্ধিতে সহায়তা করি-মৎস্য ও প্রাণিসম্পদ মন্ত্রণালয়।",0,1,0,0,0,1,0,0,1,1,0,0,5.0,0,164
ham,সেনাবাহিনীতে অফিসার হিসেবে ৯১তম বিএমএ দীর্ঘমেয়াদী কোর্সে যোগ দিন। ২৪ ফেব্রুয়ারি ২০২৩ হতে ২৪ এপ্রিল ২০২৩ তারিখ পর্যন্ত অনলাইনে আবেদন আহবান করা হচ্ছে । বিস্তারিতঃ https://joinbangladesharmy.army.mil.bd,0,1,0,1,1,0,0,0,1,1,1,1,6.64,0,174
ham,"“বিপন্ন বন্যপ্রাণী রক্ষা করি, প্রতিবেশ পুনরুদ্ধারে এগিয়ে আসি”",0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,54
ham,"চলছে ১০০ দিনের বঙ্গবন্ধু শেখ মুজিব কুইজ। প্রতিদিন ১০০ জন করে মোট দশ হাজার বিজয়ী। জিতে নিন ল্যাপটপ, স্মার্টফোন এবং ইন্টারনেট ডাটা প্যাক। ভিজিট করুনঃ https://quiz.priyo.com",0,1,0,1,1,0,0,0,0,1,1,0,5.23,0,145
ham,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুনঃ www.joinnavy.navy.mil.bd,0,0,0,1,1,0,0,0,0,0,0,0,7.3,0,78
ham,“এক দিনে এক কোটি কোভিড-১৯ ভ্যাকসিন ক্যাম্পেইনের ২য় ডোজ ২৮ থেকে ৩০ মার্চ নিকটবর্তী কেন্দ্র থেকে গ্রহণ করুন”- স্বাস্থ্য অধিদপ্তর।,0,1,0,0,0,0,0,0,1,1,0,0,5.15,0,108
ham,সুখবর! ডব্লিউএসআইএস ২০২১-এ স্থান পেয়েছে বাংলাদেশের তথ্যপ্রযুক্তি খাতের বেশ কিছু উদ্যোগ। ভোট প্রদানের মাধ্যমে সাপোর্ট করুন দেশীয় উদ্যোগসমূহকে। বিস্তারিতঃ https://tinyurl.com/wsis21 – বিটিআরসি,0,1,0,1,1,0,0,0,0,0,1,1,7.57,0,169
ham,"‘বীর মুক্তিযোদ্ধাদের আত্মত্যাগ ম্লান হবে না কোনোদিন, স্মার্ট বাংলাদেশ বিনির্মাণে শোধিত হবে রক্তঋণ’- মহান স্বাধীনতা ও জাতীয় দিবসে দেশবাসীকে জানাই শুভেচ্ছা-মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয়।",0,1,0,0,0,0,0,0,0,1,0,0,6.74,0,161
ham,"“মহান স্বাধীনতা ও জাতীয় দিবস, ২০২২ উপলক্ষে সকল বীর মুক্তিযোদ্ধাকে ডাক ও টেলিযোগাযোগ বিভাগের পক্ষ থেকে গভীর শ্রদ্ধা ও কৃতজ্ঞতা জ্ঞাপন করছি” - ডাক ও টেলিযোগাযোগ বিভাগ।",0,1,0,0,0,0,0,0,0,1,0,1,5.15,0,139
ham,"বাংলাদেশ আজ বিশ্বে উন্নয়নের রোল মডেল। স্বাধীনতার সুবর্ণজয়ন্তীতে সুখি, সমৃদ্ধ ও উন্নত বাংলাদেশ বিনির্মাণের অভিযাত্রায় স্বাধীনতা দিবসের শুভেচ্ছা। - মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয়।",0,1,0,0,0,0,0,0,0,1,0,0,7.1,0,154
ham,"‘দমাতে পারেনি ২৫ মার্চের গণহত্যা, ছিনিয়ে এনেছি স্বাধীনতা’-মহান মুক্তিযুদ্ধের চেতনায় গড়ি জাতির পিতার স্বপ্নের সোনার বাংলা-মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,0,0,0,7.06,0,133
ham,২৫ মার্চ গণহত্যা দিবসে সকল শহিদদের আত্মত্যাগ আমরা গভীর শ্রদ্ধার সাথে স্মরণ করছি - মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয়।,0,1,0,0,0,0,0,0,1,0,0,0,5.81,0,95
ham,২৫ মার্চ গণহত্যা দিবসে সকল শহিদদের আত্মত্যাগ আমরা গভীর শ্রদ্ধার সাথে স্মরণ করছি - মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয়,0,1,0,0,0,0,0,0,1,0,0,0,5.81,0,94
ham,“২৬-৩০ মার্চ ২০২৪ জাতীয় প্যারেড স্কয়ারে আয়োজিত সমরাস্ত্র প্রদর্শনী সকাল ১০:০০ হতে বিকাল ৪:০০ পর্যন্ত সর্বসাধারণের জন্য উন্মুক্ত থাকবে - সশস্ত্র বাহিনী বিভাগ”,0,1,0,0,0,0,0,0,1,0,0,1,5.86,0,135
ham,"সেহরি এবং ইফতারে নিরাপদ ও সুষম খাবার গ্রহণ করুন। অস্বাস্থ্যকর ও অতিরিক্ত ভাজা-পোড়া খাবার পরিহার করুন। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।",0,1,0,0,0,0,0,0,0,1,0,0,5.73,0,131
ham,শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড-২০২২ প্রদানের লক্ষ্যে ১৮-৩৫ বছরের যুবদের নিকট হতে দরখাস্ত আহবান করা হয়েছে। এ বিষয়ে সকল তথ্য যুব ও ক্রীড়া মন্ত্রণালয়ের ওয়েবসাইটে www.moysports.gov.bd পাওয়া যাবে।,0,1,0,1,1,0,0,0,0,0,0,1,5.86,0,171
ham,"“২৩ মার্চ বিশ্ব আবহাওয়া দিবস-২০২৩ উদ্‌যাপন করা হচ্ছে।-বাংলাদেশ আবহাওয়া অধিদপ্তর, প্রতিরক্ষা মন্ত্রণালয়।”",0,1,0,0,0,0,0,0,1,1,0,1,7.08,0,93
ham,"২০ মার্চ ২০২২ থেকে জাতীয় কৃমি নিয়ন্ত্রণ সপ্তাহে ৫-১৬ বছর বয়সী সকল শিশুকে স্বাস্থ্য বিধি মেনে বিদ্যালয়ে উপস্থিতির মাধ্যমে ভরাপেটে ১ ডোজ কৃমি নাশক ওষুধ খাওয়ান-স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য ও প.ক.মন্ত্রণালয়",0,1,0,0,0,0,0,0,1,1,0,1,5.63,0,174
ham,"২২ মার্চ ২০২২ বিশ্ব পানি দিবস, এবারের প্রতিপাদ্য বিষয় “ভূগর্ভস্থ পানি: অদৃশ্য সম্পদ, দৃশ্যমান প্রভাব”- পানি সম্পদ মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,5.61,0,108
ham,‘সাশ্রয় করি জ্বালানি,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,18
ham,‘এপ্রিল ২০২৩ মাসে বাংলাদেশ বিমান বাহিনীতে ৮৮ বাফা কোর্সের নির্বাচনী পরীক্ষার পরিবর্তিত সময়সূচীঃ,0,0,0,0,0,0,0,0,0,0,0,1,6.31,0,83
ham,"আজ ৪র্থ জাতীয় ভোটার দিবস। এবারের প্রতিপাদ্য -“মুজিব বর্ষের অঙ্গীকার, রক্ষা করব ভোটাধিকার”-ইসি",0,1,0,0,0,0,0,0,0,0,0,0,5.77,0,81
ham,"আজ ০২ মার্চ ২০২১ ‘জাতীয় ভোটার দিবস’। এবারের প্রতিপাদ্যঃ “বয়স যদি আঠার হয়, ভোটার হতে দেরী নয়” - ইসি।",0,1,0,0,0,0,0,0,1,1,0,1,4.06,0,81
ham,"বাংলাদেশ বিমান বাহিনীতে ইঞ্জিনিয়ারিং, এটিসি ও এডিডব্লিউসি শাখায় ডিই ২০২১ ও শিক্ষা (সাইকোলজি ও সিভিল ইঞ্জিনিয়ারিং) শাখায় এসপিএসএসসি ২০২১ কোর্সে নিয়োগ চলছে। ভিজিটঃ www.joinbangladeshairforce.mil.bd",0,1,0,1,1,0,0,0,0,1,0,1,6.88,0,172
ham,বাংলাদেশ মেরিন একাডেমি সহ অন্যান্য সকল মেরিটাইম শিক্ষা প্রতিষ্ঠানে ভর্তির আবেদনের শেষ তারিখ ২২ মার্চ ২০২১। বিস্তারিতঃ www.dos.gov.bd -নৌপরিবহন অধিদপ্তর,0,1,0,1,1,0,0,0,1,0,0,1,6.35,0,132
ham,“১৭ মার্চ ২০২৩ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এঁর ১০৩তম জন্মবার্ষিকী ও জাতীয় শিশু দিবসের শুভেচ্ছা-মহিলা ও শিশু বিষয়ক মন্ত্রণালয়”।,0,1,0,0,0,0,0,0,1,1,0,1,5.38,0,117
ham,১৭ মার্চ ২০২৩ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের ১০৩তম জন্মবার্ষিকী ও জাতীয় শিশু দিবস উপলক্ষ্যে লেজিসলেটিভ ও সংসদ বিষয়ক বিভাগের বিনম্র শ্রদ্ধা।,0,0,0,0,0,0,0,0,1,1,0,1,5.48,0,127
ham,“জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের জন্মদিনের শুভেচ্ছা।”,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,55
ham,“১৭ মার্চ ২০২৪ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এঁর ১০৪তম জন্মবার্ষিকী ও জাতীয় শিশু দিবসের শুভেচ্ছা- মহিলা ও শিশু বিষয়ক মন্ত্রণালয়”,0,1,0,0,0,0,0,0,1,1,0,1,5.14,0,116
ham,“জাতির পিতা বঙ্গবন্ধু এঁর জন্মবার্ষিকী ও জাতীয় শিশু দিবস উদযাপন অনুষ্ঠান ১৭ মার্চ ২০২১ সকাল ১০.০০ টায় টেলিভিশন/অনলাইনে উপভোগ করুন” - মহিলা ও শিশু বিষয়ক মন্ত্রণালয়।,0,1,0,0,0,0,0,0,1,1,0,1,5.28,0,138
ham,"আজ ১৫ মার্চ বিশ্ব ভোক্তা-অধিকার দিবস। দিবসের প্রতিপাদ্য- ‘স্মার্ট বাংলাদেশ গড়ি, ভোক্তার স্বার্থে কৃত্রিম বুদ্ধিমত্তা ব্যবহার করি’। জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, বাণিজ্য মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,0,6.78,0,166
ham,"আজ ১৫ মার্চ বিশ্ব ভোক্তা-অধিকার দিবস। দিবসের প্রতিপাদ্য-‘নিরাপদ জ্বালানী, ভোক্তাবান্ধব পৃথিবী’। জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, বাণিজ্য মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,0,7.47,0,137
ham,"আজ ১৫ মার্চ ২০২২ বিশ্ব ভোক্তা-অধিকার দিবস। এবারের প্রতিপাদ্য- ‘ডিজিটাল আর্থিক ব্যবস্থায় ন্যায্যতা’। জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, বাণিজ্য মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,6.84,0,139
ham,"‘মুজিববর্ষে শপথ করি - প্লাস্টিক দূষণ রোধ করি’ জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, বাণিজ্য মন্ত্রণালয়।",0,1,0,0,0,0,0,0,0,1,0,0,6.46,0,90
ham,বাংলাদেশ সেনাবাহিনীর ৯১তম বিএমএ দীর্ঘমেয়াদী কোর্সে যোগদানের জন্য ২৪ ফেব্রুয়ারি ২০২৩ তারিখ হতে আবেদন আহবান করা হয়েছে। বিস্তারিতঃ https: // joinbangladesharmy.army.mil.bd,0,1,0,0,1,0,0,0,1,0,1,1,7.05,0,148
ham,"সেহরি এবং ইফতারে নিরাপদ ও সুষম খাদ্য গ্রহণ করুন। অস্বাস্থ্যকর, অতিরিক্ত ভাজা-পোড়া ও অননুমোদিত রং মিশ্রিত খাদ্য পরিহার করুন। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।",0,1,0,0,0,0,0,0,0,1,0,0,5.76,0,150
ham,‘জাতীয় দুর্যোগ প্রস্তুতি দিবস-২০২৪’এর প্রতিপাদ্য,0,1,0,0,0,0,0,0,0,0,0,1,8.2,0,44
ham,‘জাতীয় দুর্যোগ প্রস্তুতি দিবস-২০২৩’ এর প্রতিপাদ্য,0,1,0,0,0,0,0,0,0,0,0,1,6.83,0,44
ham,‘মুজিববর্ষের সফলতা দুর্যোগ প্রস্তুতিতে গতিশীলতা’-দুর্যোগ ব্যবস্থাপনা ও ত্রাণ মন্ত্রণালয়।,0,1,0,0,0,0,0,0,0,0,0,0,8.44,0,80
ham,"‘করবো বীমা, গড়বো দেশ",0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,17
ham,"১ মার্চ ২০২২ জাতীয় বীমা দিবস। এবারের প্রতিপাদ্য-“বীমায় সুরক্ষিত থাকলে এগিয়ে যাব সবাই মিলে” বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ, অর্থ মন্ত্রণালয়",0,1,0,0,0,0,0,0,1,1,0,1,5.6,0,145
ham,"০১ মার্চ ২০২১ জাতীয় বীমা দিবস। এবারের প্রতিপাদ্য- “মুজিববর্ষের অঙ্গীকার, বীমা হোক সবার” -বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ, অর্থ মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,5.71,0,145
ham,"৯ জুন ২০২৪, বিশ্ব এ্যাক্রেডিটেশন দিবস। স্মার্ট বাংলাদেশ বিনির্মাণে এ্যাক্রেডিটেশন। বাংলাদেশ এ্যাক্রেডিটেশন বোর্ড (বিএবি), শিল্প মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,7.31,0,124
ham,“আগামী ১৫ হতে ২১ জুন ২০২২ সারাদেশে জনশুমারি ও গৃহগণনা অনুষ্ঠিত হবে। শুমারি কর্মীকে সঠিক তথ্য দিয়ে সহযোগিতা করুন।”-বাংলাদেশ পরিসংখ্যান ব্যুরো।,0,1,0,0,0,0,0,0,1,0,0,1,5.48,0,121
ham,মুজিববর্ষে মাননীয় প্রধানমন্ত্রী ৫৬০টি মডেল মসজিদের মধ্যে ৫০টি উদ্বোধন করবেন ১০ জুন ২০২১ সকাল ১০টা। বিটিভি ও বেতারে সরাসরি সম্প্রচার।,0,0,0,0,0,1,0,0,1,0,0,1,5.55,0,113
ham,আজ ৯ জুন বিশ্ব এ্যাক্রেডিটেশন দিবস। এ বছরের প্রতিপাদ্য “এ্যাক্রেডিটেশন টেকসই উন্নয়ন অভীষ্ট বাস্তবায়নের সহায়ক”। পণ্য ও সেবার গুণগতমানের নিশ্চয়তার জন্য বাংলাদেশ এ্যাক্রেডিটেশন বোর্ডের সেবা গ্রহণ করুন।,0,0,0,0,0,0,0,0,1,1,0,0,6.19,0,172
ham,মুজিববর্ষে মাননীয় প্রধানমন্ত্রী ৫৬০টি মডেল মসজিদের মধ্যে ৫০টি উদ্বোধন করবেন ১০ জুন ২০২১ সকাল ১০টা। বিটিভি ও বেতারে সরাসরি সম্প্রচার।,0,0,0,0,0,1,0,0,1,0,0,1,5.55,0,113
ham,"‘ফলে পুষ্টি, অর্থ বেশ-স্মার্ট কৃষির বাংলাদেশ’",0,1,0,0,0,0,0,0,0,0,0,0,6.0,0,40
ham,স্বাস্থ্যবিধি মেনে ৫-১৯ জুন ২০২১ পর্যন্ত ৬ মাস থেকে ৫ বছর বয়সী শিশুদের নিকটস্থ কেন্দ্রে ভিটামিন ‘এ’ ক্যাপসুল খাওয়ান।,0,1,0,0,0,0,0,0,1,0,0,1,4.95,0,98
ham,"ভূমি পুনরুদ্ধার, মরুময়তা রোধ ও খরা সহনশীলতা অর্জন - এই ভাবনায় ৫ জুন পালিত হচ্ছে বিশ্ব পরিবেশ দিবস ২০২৪। ‘সুস্থ পরিবেশ, স্মার্ট বাংলাদেশ’- পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রণালয়",0,1,0,0,0,0,0,0,1,1,0,1,5.04,0,149
ham,৫ জুন বিশ্ব পরিবেশ দিবস,0,0,0,0,0,0,0,0,1,0,0,0,3.8,0,19
ham,“আজ ৫ জুন বিশ্ব পরিবেশ দিবস ২০২১।,0,0,0,0,0,0,0,0,1,0,0,1,3.57,0,27
ham,আজ ৫ জুন বিশ্ব পরিবেশ দিবস ২০২১।,0,0,0,0,0,0,0,0,1,0,0,1,3.57,0,26
ham,"মুজিব বর্ষে অঙ্গীকার করি, সোনার বাংলা সবুজ করি",0,0,0,0,0,0,0,0,0,1,0,0,4.75,0,39
