label,text
Ham,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।"
Spam,"শেখ হাসিনা সরকারের সাফল্য: 
কৃষকবান্ধব সরকার সারের মূল্য কমিয়ে টিএসপি ৮০ টাকা থেকে ২৭ টাকা, ডিএপি ৯০ টাকা থেকে ২১ টাকা এবং এমওপি ৭০ টাকা থেকে ২০ টাকা করা হয়।"
Spam,"❤️কেউ যদি অনলাইনে কাজ করতে চান এড ফি ছাড়া তাহলে ইনবক্স করুন যতটুকু পাড়ি সাহায্য করমু ইনশাআল্লাহ 🫶🫶🫶

📣💁‍♂️ দিন বদলাচ্ছে নেটওয়ার্ক মার্কেটারদের। 🧑‍💻

❤️‍🔥 এখন বিশ্বে প্রায় ৩২ লক্ষ তরুণ তরুণী   নেটওয়ার্ক মার্কেটিং নিয়ে কাজ করছেন। ঘরে বসেই আয় করেন ডলার। অন্যদেরও সুযোগ করে দিচ্ছেন। 🥀  ইনশাল্লাহ আপনারাও ইনকাম পাবেন  🥀 😊
Free income site link- 
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8"
Spam,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
Ham,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
Spam,ফিটনেস ইকুইপমেন্টে ১৫% ডিসকাউন্ট! আজই অর্ডার করুন।
Spam,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailverify.com/VerifyBD]
Spam,"আপনার BDT 5,000 গিফট কার্ড Aarong থেকে দাবি করুন। এখনই www.face3b00kurl.com ভিজিট করুন।"
Spam,ধোনির হাতে কি উঠবে ট্রফি? দেখুন আইপিএল ফাইনাল cutt.ly/ywqDAPVv
Ham,আপনি কি করতে পারেন?
Spam,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১২জিবি+৩০০মি@২৯৭৳,৩০দিন cutt.ly/Nw0efEst"
Ham,তুমি কি জিমে যাচ্ছো?
Spam,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC"
Spam,আপনার ক্রেডিট কার্ডের বিল পেমেন্ট মিস হয়েছে। এখানে ক্লিক করে পেমেন্ট করুন: http://bit.ly/PayBill
Ham,আজ বেলায় আমি স্কুলে গিয়েছিলাম।
Spam,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি., ৩০দিন: cutt.ly/2wQlYv6U"
Spam,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৯"
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Ham,"আপনার বিদ্যুৎ বিল বাকি ৯৫০/- টাকা, জলদি পরিশোধ করুন।"
Spam,"পূর্বাচল ৩০নং সেক্টর সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬ লক্ষ
01894841736"
Spam,"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন cutt.ly/9wEyjoLc"
Spam,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: http://bit.ly/CardUpdate
Ham,"তুমি শক্তিশালী, তুমি পারবে।"
Ham,"আমার একাউন্টে ৫০ হাজার টাকা আছে , এই ০১৭৩৮৮৩৮৮৪ নাম্বারে খোলা দেখো চ্যাক করে।"
Spam,"জরুরী ভিত্তিতে নিয়োগ: 
অফিস সহকারি
থাকা খাওয়ার সুন্দর ব্যবস্থা আছে"
Spam,বিটকয়েন নিয়ে বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/BitcoinOffer
Ham,কোথায় যাচ্ছো?
Spam,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : wa.me/85295102105
Spam,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC"
Ham,আজ কি সিনেমা দেখবে?
Spam,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801915566778
Spam,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে:https://ow.ly/ xjfF50QsUP4"
Ham,আপনি কেমন আছেন?
Spam,শাকিবের সই করা গ্লাভস জিততে আইপিএলে বাজি ধরুন। এখনই ক্লিক করুন: promusic.co/components/interbank.com/
Ham,"তুমি যা করতে চাইবে, তা পারবে।"
Spam,"২,০০,০০০ টাকা বিনিয়োগে ৪,০০,০০০ টাকা অর্জন করুন! কল করুন: +8801710900912"
Spam,আপনার পেমেন্টটি প্রক্রিয়া করতে আমাদের আপনার তথ্য প্রয়োজন। এখানে ক্লিক করুন: [paymentverify.com/VerifyBD]
Spam,মাশরাফির সাথে ফ্রি ট্রিপ জিততে আজই ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe
Spam,"“স্বাস্থ্য, পুষ্টি ও সমৃদ্ধি চাই, নিরাপদ খাদ্যের বিকল্প নাই”। ০২ ফেব্রুয়ারি জাতীয় নিরাপদ খাদ্য দিবস ২০২৪ সফল হোক। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
Ham,ঈদের পরিবর্তে শুভ নববর্ষ!
Spam,"২০০৳ ক্যাশব্যাক শেষ দিন! ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub"
Spam,"প্রিয় গ্রাহক, 8990 টাকা। K Enterprice ds POS/ECOM.Txn# এ 23-02-2020 তারিখে XX কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, নিবন্ধিত মোবাইল এনবি থেকে এই এসএমএসটি ফরোয়ার্ড করুন। 18604195555"
Ham,তোমার দিন কেমন কাটছে?
Spam,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778
Spam,ব্যালেন্স শেষ? ২০০টাকা পর্যন্ত জিপি ইমার্জেন্সি ব্যালেন্স নিতে *৯#
Spam,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
Spam,"হাই প্রিয়, আপনি বাড়ি থেকে কাজ করে প্রতিদিন ২০০০ টাকা উপার্জন করতে পারেন। এই কাজটি গ্রহণ করতে, ক্লিক করুন: https://wa.me/8801872825931"
Spam,আপনার অ্যাকাউন্ট সুরক্ষার জন্য এখানে লগইন করুন: [accountsecure.net/LoginBD]
Ham,শুভ রমজানের রহমতের মাস!
Spam,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
Ham,এমন কারো সঙ্গী হোন যে আপনাকে আল্লাহর কথা স্মরণ করিয়ে দেয়। – [ড. বিলাল ফিলিপ্স]
Spam,নতুন মোবাইল কিনুন এবং ১০০০ টাকা ক্যাশব্যাক পান! আজই ট্রেড ইন করুন।
Spam,সোনালী ব্যাংক অ্যাকাউন্টে ৫০০০ টাকা জমা হয়েছে। নিশ্চিত করতে এখানে ক্লিক করুন: https://wa.me/8801812345678
Ham,শুভ নববর্ষ!
Spam,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:cutt.ly/U6zMFTY
Spam,"ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি রেফারে 250 টাকা ।
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
Spam,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
Spam,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
Spam,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি বিলাসবহুল ট্রিপ জিতুন! যোগ দিন: smilesvoegol.servebbs.org/voegol.php
Ham,জরুরি ভিত্তিতে ০১৭৩৮২৮৭৩৬৫ নাম্বারে টাকা পাঠান।
Spam,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
Spam,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadPrizeBot2"
Ham,তোমার কাজ কেমন চলছে?
Spam,◆ তেমন যোগ‍্যতা থাকলে অনলাইনে পড়িয়ে রোজগার করা যায়। এইজন‍্য User-10381381741225860264 মহাশয়ের সাথে যোগাযোগ করতে পারেন।
Ham,"আপনার প্যাকেজের ডেলিভারি আজ হবে, ০১৯৮৭৬৫৪৩২১ এই নাম্বারে কল করুন আরও তথ্যের জন্য।"
Ham,কেমন আছো আপনি?
Ham,কেমন আছো?
Spam,"নির্বাচনি আচরণবিধি মেনে চলুন, 
সুষ্ঠু ও অবাধ নির্বাচনে সহায়তা করুন
- বাংলাদেশ নির্বাচন কমিশন"
Spam,মাশরাফির সই করা গ্লাভস জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: xini.eu/00Qe
Spam,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
Spam,আপনার পাসওয়ার্ডটি অবিলম্বে রিসেট করুন। এখানে ক্লিক করুন: [passwordreset.org/ResetBD]
Spam,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
Spam,অফারের ছড়াছড়ি! এখনই কিনুন ২০% ছাড়ে আপনার পছন্দের পোশাক। শুধু আজকের জন্য!
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Spam,আপনার ব্যাংক অ্যাকাউন্টে অজানা লেনদেন সনাক্ত করা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: http://bit.ly/UnknownTxn
Spam,প্রিয় গ্রাহক আপনার নাম্বারের ১০ জিবি ইন্টারনেট এবং ১০০ মিনিট ফ্রি পেতে নিচের লিংকে ক্লিক করুন
Spam,"স্পেশাল ডিল শেষ দিন,৩০জিবি @৩০০৳,৩০দিন! আজই নাও- cutt.ly/jwkuSC76"
Ham,"হ্যালো, কেমন আছেন?"
Spam,"সোনালী ব্যাংক অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801817788990"
Ham,আপনি কি চিন্তা করছেন?
Ham,"০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।"
Spam,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
Spam,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
Spam,৮.২০০ বিনামূল্যে বোনাস! ৮.৫০০০ জেতার সুযোগ। https://cutt.ly/Cr1ket
Ham,তুমি কি ট্রেনে যাচ্ছো?
Spam,বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা https://mygp.li/mo
Ham,কি খবর তোমার?
Ham,কঠোর পরিশ্রমই সাফল্যের পথ।
Spam,"Meta pro space কাজ করলে ইনবক্স 
মাত্র ৬ ডলার বাংলা
 ৭৫০ টাকা দিয়ে  একাউন্ট করে লাইফটাইম ইনকাম করুন,  সাথে থাকছে মাসিক বেতন, ৫ লাইন ফ্রী ইনকাম, স্লট ইনকাম, ৩০ জুন এর মধ্যে ১২ ডলার বাংলা ১৫০০ টাকা দিয়ে ২ টা প্রোগ্রাম কিনে নিলে পাচ্ছেন 0.05 bnb এর mps nft ফ্রী অর্থাৎ ২৯ ডলার ফ্রী পাচ্ছেন
বাংলা ৩৬২৫ টাকা| এমন সুযোগ আর পাবেন না, ৩০ জুনের মধ্যে যারা একাউন্ট করবে তারাই পাবে
এমন সুযোগ হাতছাড়া করবেন না
আর বসে না থেকে তাড়াতাড়ি একাউন্ট করে ফেলুন"
Spam,"২,০০০ টাকা বিনিয়োগ করুন এবং ৫ মিনিটে ৪,০০০ টাকা পান! কল করুন: +8801714567890"
Ham,০১৬৭২৫৮২৯৭৮ এই নাম্বারে রকেটে ২০০ টাকা পাঠান।
Spam,"৪০৳ ক্যাশব্যাক! ৪৬জিবি@৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ"
Ham,শুভ অক্টোবর!
Ham,"তুমি অনেক শক্তিশালী, তুমি পারবে।"
Spam,সোনালী ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801812122234
Spam,আপনার ছেলে সমস্যায় আছে জলদি টাকা পাঠান এই নাম্বারে
Ham,তুমি কি বাগানে যাচ্ছো?
Ham,সবচেয়ে সুন্দর পারবারিক কাজের জন্য আমি সময় দিতে চাই।
Spam,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801819876543
Spam,সীমিত সময়ের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
Spam,"প্রিয় দেশবাসি ! (COVID-19)
করনা ভাইরাস এর জন্য
2,500 টাকা সরকারী
শুনুদান দেওয়া হবে।
টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ-01810559231"
Ham,ব্যবসায়ী হওয়া অপরাধ না কিন্তু রাজনৈতিক প্রভাব খাটিয়ে ব্যবসায়ী হওয়া বড় অপরাধ। কারণ এই ব্যবসায়ীদের অর্জিত অর্থের বেশিরভাগই আসে সাধারণ মানুষের রক্তচোষা টাকা থেকে। — রেদোয়ান মাসুদ
Ham,কেমন চলছে তোমার দিন?
Ham,আমি এই বছরে অনেক বই পড়তে চাই।
Ham,আমি একটি বিশেষ লোক হিসাবে পরিচিত করে এটি একটি মহান এবং ব্যাপারটির মধ্যে একটি সাথে একটি সমাধান দেওয়া হয়।
Spam,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801816677889
Spam,"শেখ হাসিনা সরকারের সাফল্য: 
কৃষকবান্ধব সরকার সারের মূল্য কমিয়ে টিএসপি ৮০ টাকা থেকে ২৭ টাকা, ডিএপি ৯০ টাকা থেকে ২১ টাকা এবং এমওপি ৭০ টাকা থেকে ২০ টাকা করা হয়।"
Spam,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadWinBot"
Spam,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন: cutt.ly/FwQhpKHc"
Spam,"৩০জিবি @৩০০৳,৩০দিন! ফুল-অন ইন্টারনেটিং করতে নাও- cutt.ly/jwkuSC76"
Spam,প্রতিদিন ২০০-৩০০ টাকা ইনকাম করার সহজ উপায়! ক্লিক করুন: https://t.me/DailyEarn_Money_bot?start=r06862137946
Spam,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
Spam,bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801718899001
Spam,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন cutt.ly/zwTmxzpd"
Spam,আপনার নম্বরটি পুরস্কার জিতেছে। বিস্তারিত জানতে কল করুন +8801713344556
Ham,আমি যেন কিছু বলতে পারি না।
Ham,০১৯২৭২৮৩৭৯২ এই নাম্বারে রকেটে টাকা পাঠান।
Spam,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
Spam,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
Spam,আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [mobilesecure.com/VerifyBD]
Ham,শুভ জন্মদিন!
Ham,টাকাটা বিকাশে বা রকেটে দিবেন নাম্বার ০১৭২৯১৮২৮১৮১
Ham,কি করবে তুমি?
Spam,মেন্সওয়ার্ল্ড বসুন্ধরাসিটি নতুন শাখার উদ্বোধনে ফ্লাট৩০%ছাড়!cutt.ly/fmw
Spam,প্রতিদিন ৫০০-৭০০ টাকা ইনকাম করুন নতুন সিম নিয়ে! বিস্তারিত জানতে ইনবক্স করুন।
Ham,শুভ পয়লা বৈশাখ!
Spam,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/
Spam,"Ads dekhe daily 200-300 tk income korte chaile join korun https://adswork-bd.com/register?ref=140639 
100% trusted site Free te kaj korte paben"
Ham,০১৬৭২৫৭৩৮৪৮ নাম্বারে কল করুন।
Ham,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।"
Spam,"৪৫৳ ক্যাশব্যাক! ৪৬জিবি @ ৪৫৩৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/4wQzxdl1"
Spam,একটি নতুন বাইক জেতার সুযোগ! আমাদের জরিপে অংশগ্রহণ করুন www.face3b00kurl.com-এ।
Spam,🤑প্রতিদিন ৪০০-৫০০ টাকা 💸। ইনকাম‌ করুন মাত্র পাঁচ মিনিটের মধ্যে।    লিংকের মধ্যে রয়েছে বিস্তারিত 🤗 🗣️ টেলিগ্রাম থাকতে হবে 💁🏼https://t.me/Referincomebd4536_bot?start=r05291672775
Spam,বিকাশ আ্যপ থেকে নাও তোমার পছন্দের স্কিটো প্যাকস এখনই: cutt.ly/Zwcqh6YQ
Ham,"কষ্ট পেয়ো না, আমি আছি তোমার পাশে।"
Spam,শাকিব আল হাসানের সাথে ফ্রি ম্যাচ টিকিট জিততে আজই আইপিএলে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe
Spam,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD]
Ham,০১৭২৯১৭৩৮৬২ নাম্বারে রকেটে টাকা পাঠান।
Spam,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
Spam,আপনার ফেভারিট ব্র্যান্ডের উপর ৩০% পর্যন্ত ছাড়! অফার সীমিত সময়ের জন্য।
Spam,"অনূর্ধ্ব ১৮ বছর বয়সী বাংলাদেশী শিশু-কিশোর এবং সংশ্লিষ্ট প্রতিষ্ঠানসমূহ হতে ‘শেখ রাসেল পদক’ এর আবেদনপত্র অনলাইনে আহবান করা যাচ্ছে। আবেদনের শেষ সময় ২০ মে, ২০২৩। বিস্তারিতঃ www.award.sheikhrussel.gov.bd
"
Spam,"যেটা থেকে প্রতি কাজ করার পর আপনি ১২০০ টাকা পাবেন,,, এই জবটা করার জন্য আপনার একটা টাকা ইনভেস্ট করতে হবে না ফ্রি তে এই জব করতে পারবেন। "
Spam,"১,০০,০০০ টাকা বিনিয়োগে ২,০০,০০০ টাকা পান! কল করুন: +8801919899901"
Spam,"
বেকার যুবক, যুবতী, গৃহিণী, রিটায়ার্ড ব্যক্তিদের জন্য ঘরে বসে অনলাইনে স্বল্প সময়ে প্রচুর টাকা উপার্জন করার
সুবর্ণ সুযোগ"
Spam,আপনার ডেবিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [debitcardupdate.com/UpdateBD]
Ham,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
Spam,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7
Spam,"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন cutt.ly/9wEyjoLc"
Spam,আইপিএল স্পেশাল অফার! আজই বেটিং শুরু করুন এবং একটি ফ্রি স্মার্টফোন জিতুন: phlebolog.com.ua/libraries/joomla/results.php
Ham,আমি সকালে একটি কফি খেয়েছি।
Ham,আজকের মিটিং কেমন ছিল?
Spam,"প্রিয় ব্যবহারকারী, আপনি একটি বিনামূল্যের কনসার্টের টিকিট জিতেছেন। এই বার্তায় 'CONCERT' উত্তর দিন।"
Spam,আপনার ফেভারিট ব্র্যান্ডের উপর ৩০% পর্যন্ত ছাড়! অফার সীমিত সময়ের জন্য।
Spam,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
Ham,আজকে কি রান্না করবে?
Ham,"এটা রাকিবের নাম্বার, ০১৭৬৩৮৩৯৮৫৪ কল দিস।"
Ham,০১৭৩৮২৭৩৮২৮ এই নাম্বারে জরুরি টাকা পাঠান।
Spam,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১
Ham,"আপনার পাওনা ৮০০/- টাকা, দ্রুত পরিশোধ করুন।"
Spam,আপনার ড্রাইভিং লাইসেন্স আপডেট করতে কল করুন +8801815566778
Ham,আশা করি তোমার দিনটি ভালো কাটুক!
Ham,আজ তোমার পাশে থাকতে পারি না। আমি আপনার পাশে রয়েছি।
Ham,বাড়িতে একটি নতুন বাড়ি পাচ্ছে।
Spam,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801812233445
Spam,"লি কুপার লন্ডনের
উইন্টার কালেকশন
মোকাসিন সু, পোলো শার্ট, জিন্স
জলদি"
Ham,ঈদ মোবারক!
Spam,"নগদ অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadFundsBot"
Spam,বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা https://mygp.li/mo
Spam,"পূর্বাচলের এশিয়ান হাইওয়ে সংলগ্ন পরিকল্পিত শহর ""নাভানা হাইল্যন্ডে"" এ বিনিয়োগ করুন।উঁচু ও লাল মাটি।রয়েছে কিস্তির সুবিধা – ০১৭০৮৪৬৬৪৭১"
Spam,10 বছর আগে আজকের দিনেই শুরু হয়েছিল গ্রামীণফোনের সাথে আপনার পথচলা। আশা করি আগামী দিনগুলো হবে আরো সুন্দর ও সম্ভাবনাময়।
Spam,ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন! একটি ক্লিকে বিস্তারিত জানুন: https://refer.mslgames.com/YfrcqEcoToos53HN7
Spam,"শেখ হাসিনা সরকারের সাফল্য:
বিগত ১৪ বছরে ১৪৪১ কি.মি. বাঁধ নির্মাণের ফলে দেশব্যাপী ৪.৪৩ লক্ষ হেক্টের এলাকায় বন্যা নিয়ন্ত্রণ ও নিষ্কাশন সুবিধার সম্প্রসারণ ঘটেছে।"
Spam,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
Spam,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
Spam,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo"
Ham,তোমার প্রিয় বই কোনটি? সাইকেলোপেডিয়া। তুমি?
Ham,আপনি কী করছেন?
Spam,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd
Ham,তোমার কি বাস্তব ভালো লাগছে? আমি আমার বাসায় অল্প সময় দেওয়া ভালো লাগে।
Ham,কী খাবে? মাছের কারি। তুমি কি পছন্দ করো?
Spam,আপনার ব্যাংক একাউন্ট ভেরিফাই করতে কল করুন +8801812233445
Ham,"০১৮২৭২৮৩৮৭৩ এই নাম্বারে কল করুন, জরুরি।"
Spam,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
Ham,হাসানের নাম্বারে টাকা দিয়ে তারপর আসিস।
Spam,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801715455567
Ham,আপনি কেমন আছেন?
Spam,আপনার ব্যাংক অ্যাকাউন্টের পাসওয়ার্ড পরিবর্তন করুন। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/ChangePassword
Spam,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
Spam,"শুধুমাত্র মাইজিপিতে নতুন সিমের অফার এখন ২জিবি ইন্টারনেট মাত্র ১৭ টাকায়,মেয়াদ ৭দিন(মাসে সর্বোচ্চ একবার)।ভিজিট করুন https://mygp.li/ga"
Ham,তুমি কি আমার কাছে আসতে চাও?
Spam,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadDepositBot"
Spam,নেটওয়ার্ক মার্কেটিং করে প্রতিদিন ৫০০ থেকে ৫০০০ টাকা 💸 ইনকাম করতে চান? কিভাবে মার্কেটিং করবেন আমি শিখিয়ে দিব ফ্রিতে কোন টাকা লাগবে না আগে কাজ দেখবেন প্রমাণ দেখবেন ভালো লাগলে কাজ করবেন কেউ কাজ করতে চাইলে ইনবক্স করুন ❤️‍🩹
Ham,কেমন কাটছে দিনটা?
Spam,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Spam,"১০০'মাদানীএভিনিউ আর্মি হাউজিং(জলসিড়ি)সংলগ্ন প্লট কাঠা৫লক্ষ
01894841729"
Ham,তুমি কি পার্টিতে যাচ্ছো?
Spam,"জনতা ব্যাংক থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/JanataCashPrizeBot"
Ham,আজ কি করলে সময় গজবে?
Spam,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
Spam,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
Spam,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [bankverify.org/LoginBD]
