type,text,has_phone_number,has_special_chars,has_all_caps_words,has_url,is_mixed_language,has_currency,has_id_code,has_emoji,date/time,has_repeated_words,has_consecutive_special_chars,has_subscriber_code,avg_word_length,word_length
ham,"কোভিড-১৯ ভ্যাকসিন নিবন্ধনঃ আপনার OTP কোড-651947 , ধন্যবাদ।",1,1,1,0,1,1,0,0,0,0,0,0,6.71,51
ham,আলহামদুলিল্লাহ সব একই আছে।,0,0,0,0,0,0,0,0,0,0,0,0,5.5,23
ham,"কোভিড-১৯ ভ্যাকসিন নিবন্ধনঃ আপনার OTP কোড-004653 , ধন্যবাদ।",1,1,1,0,1,1,0,0,0,0,0,0,6.71,51
ham,তোদের সাথে গত ফ্রাইডে মিট করার পর আমার ফার্স্ট রিয়েলাইজেশন,0,0,0,0,0,0,0,0,0,0,0,0,4.9,49
ham,সবার তো নরমাল ডেলিভারি হয় নাই।সবাইকে কষ্টটা কেমন সেটার এক্সপেরিয়ান্স জানাইলাম আরকি।ইন ফিউচার কাজে দিবে সবার।তুই সওয়াব পাবি।,0,0,0,0,0,0,0,0,0,0,0,0,5.67,106
ham,"প্রমোশনাল এসমএস না চাইলে *৭# ডায়াল করে চালু করুন ডু নট ডিসটার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি
",0,1,0,0,0,0,0,0,0,1,0,1,4.33,96
ham,আমি এটাও ভুলে যাই,0,0,0,0,0,0,0,0,0,0,0,0,3.5,14
ham,এখন নাহিদা ডাকিস,0,0,0,0,0,0,0,0,0,0,0,0,4.67,14
ham,খেলাধুলার সর্বশেষ খবর পেতে ভিজিট করুন http://mysports.com.bd । ট্যাক্সসহ চার্জ ৩.৩৩ টাকা প্রতিদিন।,0,1,0,1,0,1,0,0,1,0,1,0,6.5,86
ham,আপনার প্রেমিকাকে পটানোর টিপস আমরা প্রোভাইড করবো,0,0,0,0,0,0,0,0,0,0,0,0,5.86,41
ham,সেরকম পাইনি এখন অব্দি,0,0,0,0,0,1,0,0,0,0,0,0,4.5,18
ham,ইবিএল থেকে কার্ডের PIN নম্বর ৪ থেকে ৬ সংখ্যায় উন্নীত/পরিবর্তন সংক্রান্ত ফোন কল করা হয় না। এ ধরনের প্রতারণামূলক ফোন কল থেকে সতর্ক থাকুন।,0,1,1,0,1,0,0,0,0,1,0,0,4.62,114
ham,"আপনার ইবিএল ক্রেডিট এবং ডেবিট কার্ডে সর্বনিম্ন ১০০০ টাকা QR ট্রান্সাকশনে উপভোগ করুন ১৫% ক্যাশব্যাক, সর্বোচ্চ ৫০০ টাকা, ৩০ জুন ২০২৩ পর্যন্ত।",0,1,1,0,1,1,0,0,1,1,0,1,5.18,118
ham,এমন ম্যাসেজ কেউ দেয় না💔,0,0,0,0,0,0,0,1,0,0,0,0,3.6,19
ham,ভাই আমি সিউর ভবিষ্যতে আল্লাহ বাচ্চাকাচ্চা দিলে ডেলিভারির সময় কষ্টে কান্দার জায়গায় কথা মনে করে চিল্লাই উলটা হাসবো মনে হচ্ছে,0,0,0,0,0,0,0,0,0,1,0,0,5.15,103
ham,আমিও হাসতেই আছি,0,0,0,0,0,0,0,0,0,0,0,0,4.33,13
ham,এখন থেকে রবিতে আপনার বিশেষ অফারগুলো জানতে ডায়াল করুন *৮৮৮#,0,1,0,0,0,0,0,0,0,0,0,1,4.7,49
ham,বোনাস সহ ২৫জিবি-২০০টাকা-৭দিন। নিতে ডায়াল *১২১*৫৪৫৩# বা mygp.li/mo,0,1,0,0,1,1,0,0,1,0,0,1,6.25,58
ham,আমার গাল ব্যথা হয়ে গেছে অলরেডি,0,0,0,0,0,0,0,0,0,0,0,0,4.17,25
ham,"কোভিড-১৯ ভ্যাকসিন নিবন্ধনঃ আপনার OTP কোড-651947 , ধন্যবাদ।",1,1,1,0,1,1,0,0,0,0,0,0,6.71,51
ham,ইতির এক্সাম্পল শুনে আমি হাসতেই আছি,0,0,0,0,0,0,0,0,0,0,0,0,4.83,29
spam,কুরবানি মজাদার রেসিপি SMS পেতে ডায়াল করুন *26397*94# চার্জ ৳২.৬৭দৈনিক,1,1,1,0,1,0,0,0,1,0,0,1,5.6,60
spam,এই দায়ভার তোদের।,0,0,0,0,0,0,0,0,0,0,0,0,4.33,14
spam,এন্ড্রয়েড ফোন পেতে এই লিংকে ক্লিক করুন!!,0,1,0,0,0,0,0,0,0,0,1,0,4.71,35
ham,ভাই তোরা বাচ্চাকাচ্চার মা হইছস কেম্নে! ঝাউরা গুলা,0,1,0,0,0,0,0,0,0,0,0,0,5.12,42
ham,আরেকটা বিষয় অনেক ভয়ানক লাগে।সেটা হইল বাচ্চা ডেলিভারির বিষয়টা।আমি শুনসি অনেক কষ্টের।,0,0,0,0,0,0,0,0,0,1,0,0,5.75,72
spam,"আপনার জন্য সুবর্ণ সুযোগ স্মার্টফোন জিতার!! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩৩,৬০০ টাকার আকর্ষণীয় স্মার্টফোন  Oppo F21s Pro 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন, ডায়াল *213*56565#",1,1,0,0,1,1,0,0,1,1,1,1,5.58,144
spam,"আপনার জন্য সুবর্ণ সুযোগ স্মার্টফোন জিতার!! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩৩,৬০০ টাকার আকর্ষণীয় স্মার্টফোন  Oppo F21s Pro 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন, ডায়াল *213*56565#",1,1,0,0,1,1,0,0,1,1,1,1,5.58,144
spam,চিরসবুজ বাংলা গান শুনুন এখনই StarMaker- রে আর কয়েন রিচার্জ করতে https://bit.ly/3XULpXy,0,1,0,1,1,0,0,0,0,0,1,0,5.75,75
spam,ভালোবাসার টিপস ও রিংটোন সেট,0,0,0,0,0,0,0,0,0,0,0,0,4.6,23
spam,Pureit,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6
spam,"সুবর্ণ সুযোগ স্মার্টফোন জিতার!! সহজ কিছু প্রশ্নের উত্তর দিয়ে জিতে নিন ৩১,৯৯০ টাকার আকর্ষণীয় স্মার্টফোন  Realme 9 Pro, ডায়াল *213*40404#",1,1,0,0,1,1,0,0,1,1,1,1,5.4,115
spam,ঘরের সকল কাজ করে দিবে একদম নিশ্চিন্তে!! সেবা পেতে আজই যোগাযোগ করুন আমাদের সাথে,0,1,0,0,0,0,0,0,0,0,1,0,4.5,65
spam,ওপেলিয়ার সকল আউটলেটে চলছে ২০% ছাড়!!,0,1,0,0,0,0,0,0,0,0,1,0,4.5,30
spam,খেলাধুলার সর্বশেষ খবর পেতে ভিজিট করুন http://mysports.com.bd । ট্যাক্সসহ চার্জ ৩.৩৩ টাকা প্রতিদিন।,0,1,0,1,0,1,0,0,1,0,1,0,6.5,86
spam,প্রেমের টিপস পেতে চাইলে এইসব ভুংচুং চাপুন,0,0,0,0,0,0,0,0,0,0,0,0,5.0,35
spam,সেরকম পাইনি এখন অব্দি,0,0,0,0,0,1,0,0,0,0,0,0,4.5,18
spam,আপনার ভালবাসার মানুষ্কে খুজে পেতে ডায়াল করুন ,0,0,0,0,0,0,0,0,0,0,0,0,5.43,38
ham,"ম্যাম, আমি এক্সাম দিয়েছি। অফিসের শিডিউলটা কমপ্লিট করতে পেরেছিলাম।",0,0,0,0,0,0,0,0,0,0,0,0,6.0,57
spam,আপনি কী দক্ষ গৃ্হশিক্ষক খুজছেন???,0,0,0,0,0,0,0,0,0,0,1,0,5.2,29
ham,লাস্ট মোমেন্ট এ এক্সাম দিয়ে দিয়েছি।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,খে জমা দাও... ওরা সবাই ক্লাস টেস্ট দিয়েছে... লিখেও জমা দিয়েছে...,0,0,0,0,0,0,0,0,0,1,1,0,4.09,54
spam,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Samsung Galaxy M33 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন,  ডায়াল *213*45644#",1,1,0,0,1,1,0,0,1,1,0,1,6.0,141
ham,তোমরা আমাকে গত কালকে সকালে বললেও হত,0,0,0,0,0,0,0,0,0,0,0,0,4.14,29
ham,এখন তো আর পসিবল না,0,0,0,0,0,0,0,0,0,0,0,0,2.8,14
ham,"আসসালামুয়ালাইকুম, ম্যাম      
parallel exam টা একটু সময় নিয়ে দিতে পারলে আমরা ভালো রেজাল্ট করতে পরব।",0,0,0,0,1,0,0,0,0,0,0,0,5.33,83
spam,বাংলাদেশ সেনাবাহিনীতে কমিশন অফিসার হিসাবে ৯১তম বিএমএ দীর্ঘমেয়াদী কোর্সে যোগ দিন। ২৪ এপ্রিল ২০২৩ তারিখের মধ্যে অনলাইনে আবেদন করুন বিস্তারিতঃ https://joinbangladesharmy.army.mil.bd,0,1,0,1,0,0,0,0,1,0,1,1,7.19,158
spam,“ডায়াবেটিস রোগীগণ ডাক্তারের সাথে পরামর্শ করে রমজানের রোজা রাখুন”।-এনসিডিসি এবং,0,1,0,0,0,0,0,0,0,0,0,0,6.6,70
spam,"৮ এপ্রিল ‘বাংলাদেশ স্কাউটস দিবস’। ‘স্কাউটিং করবো, স্মার্ট বাংলাদেশ গড়বো’ থিমে দ্বিতীয়বারের মতো দেশব্যাপী উদযাপিত হচ্ছে এ দিবস।। সকলকে বাংলাদেশ স্কাউটস দিবসের শুভেচ্ছা",0,0,0,0,0,0,0,0,1,1,0,0,5.96,145
spam,"“আজ ৭ এপ্রিল বিশ্ব স্বাস্থ্য দিবস। এবারের প্রতিপাদ্য “Health for All” যার বাংলা  ভাবানুবাদ করা হয়েছে “সবার জন্য স্বাস্থ্য”।-স্বাস্থ্য সেবা বিভাগ, স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রণালয়”।",0,1,0,0,1,0,0,0,1,1,0,0,5.65,158
spam,০২ এপ্রিল ২০২৩ তারিখ ১৬তম বিশ্ব অটিজম সচেতনতা দিবস। এবারের প্রতিপাদ্য “রূপান্তরের অভিযাত্রায় সবার জন্য নিউরোবান্ধব অন্তর্ভুক্তিমূলক বিশ্বগঠন”- সমাজ কল্যান মন্ত্রণালয়।,0,1,0,0,0,0,0,0,1,0,0,1,6.71,146
spam,"‘‘০৬ এপ্রিল জাতীয় ও আন্তর্জাতিক ক্রীড়া দিবস""। এ বছরের প্রতিপাদ্য হলো ""স্মার্ট বাংলাদেশ, স্মার্ট ক্রীড়াঙ্গন, শেখ হাসিনার দর্শন।"" যুব ও ক্রীড়া মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,0,5.5,131
spam,"“করলে জাটকা সংরক্ষণ-বাড়বে ইলিশের উৎপাদন“ ০১-০৭ এপ্রিল “জাটকা সংরক্ষণ সপ্তাহ-২০২৩’’ উদ্‌যাপিত হচ্ছে।  আসুন, আমরা জাটকা রক্ষা করে ইলিশ উৎপাদন বৃদ্ধি করি-মৎস্য অধিদপ্তর/মপ্রাম’’।",0,1,0,0,0,1,0,0,1,1,0,1,6.23,153
spam,মাননীয় প্রধানমন্ত্রী শেখ হাসিনা ২৯ মার্চ ২০২৩ তারিখ সকাল ১০:৩০ টায় জাতীয় ভূমি সম্মেলন এবং ভূমি মন্ত্রণালয়ের ৭টি উদ্যোগ উদ্বোধন করবেন। ভিজিট করুন: land.gov.bd,0,1,0,0,1,1,0,0,1,1,0,1,5.38,134
spam,‘আপনার সন্তান ও আগামী প্রজন্ম,0,0,0,0,0,0,0,0,0,0,0,0,4.8,25
spam,জ্বালানি সাশ্রয় হোক তার জন্য'।,0,1,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,"-হাইড্রোকার্বন ইউনিট, জ্বালানি ও খনিজ সম্পদ বিভাগ।",0,1,0,0,0,0,0,0,0,0,0,0,5.86,44
spam,"২২ মার্চ ২০২৩ বিশ্ব পানি দিবস, এবারের প্রতিপাদ্য বিষয় “পানি ও স্যানিটেশন সংকট সমাধানে ত্বরান্বিত পরিবর্তন’’-পানি সম্পদ মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,5.94,113
spam,“১৭ মার্চ ২০২৩ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এঁর ১০৩তম জন্মবার্ষিকী ও জাতীয় শিশু দিবসের শুভেচ্ছা-মহিলা ও শিশু বিষয়ক মন্ত্রণালয়”।,0,1,0,0,0,0,0,0,1,1,0,1,5.38,117
spam,রঙ বাংলাদেশ ও সাদাকালো-র ভাউচারে ২৫%ছাড়,0,1,0,0,0,0,0,0,0,0,0,0,5.33,34
spam,"হাই ভোল্টেজ ম্যাচে রিয়াল-ইন্টার,বাফার ফ্রি দেখতে - cutt.ly/YW4f6Wb",0,1,1,0,1,0,0,0,0,0,0,0,7.71,59
spam,নীতি নাকি ক্যারিয়ার? জানতে দেখুন নিষিদ্ধ ফল Binge-এ! cutt.ly/6W1zgR4,0,1,0,0,1,0,0,0,0,0,0,0,6.11,60
spam,দেখুন সাড়া জাগানো থ্রিলার ওয়েব সিরিজ সদরঘাটের টাইগার cutt.ly/mWKUZTx,0,1,0,0,1,0,0,0,0,0,0,0,6.44,60
spam,*213*2843# ডায়াল করে জানুন সেলস/মার্কেটিং চাকুরীর খবর  চার্জ ২.৬৭ টাকা/দিন,0,1,0,0,0,1,0,0,1,0,0,1,5.8,64
spam,ফিফা বিশ্বকাপ উপলক্ষে লুফে নিন সুলতান'স ডাইন অ্যাপসে ১৫% ডিসকাউন্ট যেকোনো অর্ডারে সর্বোচ্চ ৫২৫ টাকা !!,0,1,0,0,0,1,0,0,1,0,1,0,5.53,87
spam,"দারাজ ইদ সেলে লুফে নিন ২০% পর্যন্ত ক্যাশব্যাক নগদ/বিকাশে, সাথে আছে মেগা ডিলস, হট ডিলস, মিস্ট্রি বক্স > https://click.daraz.com.bd/e/_CY9njh",0,1,1,1,0,0,0,0,0,1,1,0,5.94,121
spam,"FastExGo নতুন শপে স্বাগতম,",0,0,0,0,1,0,0,0,0,0,0,0,5.5,23
spam,সোফা কাভার সহ ঘর সাজানো সকল পন্যের উপর থাকছে বিশাল মূল্য ছাড় !!!,0,1,0,0,0,0,0,0,0,0,1,0,4.08,52
spam,"সেন্ট্রাল প্লাজা,Ctg.Call: 01329658739",1,1,0,0,1,0,1,0,0,0,0,0,11.0,36
spam,আপনার ঈদ কেনাকাটা হোক নিশ্চিত ও নিরাপদ! Essentials ও Ophelia এর ঈদ কালেকশন এখন সকল শো-রুমে ও essentialsshop.com.bd তে Call:01797527238,1,1,0,0,1,0,1,0,0,1,0,0,5.5,115
spam,রবি অ্যাপে ১৫০টাকা পর্যন্ত মেগা ক্যাশব্যাক। কিনতে ক্লিক cutt.ly/rco,0,1,0,0,1,1,0,0,1,0,0,0,6.22,59
spam,মনা খারাপ!! পছন্দের গান খুজে পেতে ডায়াল করুন,0,1,0,0,0,0,0,0,0,0,1,0,4.38,37
spam,"IDP's Biggest Education Roadshow in Chattogram today! মিট করুন ৪৫ টিরও বেশি বিশ্ববিদ্যালয়ের (Australia, Canada, UK & USA) সাথে at Radisson Blu Chattogram Bay View আজ সকাল ১১টা থেকে সন্ধ্যা ৬টা পর্যন্ত। Sign up: http://ow.ly/2BAY50N8JCL বা কল করুন 01970082082_IDP Education",1,1,1,1,1,0,1,0,1,1,1,0,5.62,233
spam,"হ্যালো .,কানাডিয়ান ইউনিভার্সিটি তে আপনার ভর্তি বিষয়ে আমার সাথে আজ কে অ্যাপয়েন্টমেন্ট আছে৷ঠিকানাঃ Wasa Circle (Beside SH Khan petrol pump), Chattogram.কোন প্রশ্ন থাকলে নক করুন, https://rrj.nu/2W5Oty1Eশারমিন, GIC Education.",0,1,1,1,1,0,0,0,0,0,1,0,6.46,195
spam,"প্রিয় ., 
মিঃ তাহমিদুল ৩০০০০CAD স্কলারশিপসহ কানাডার Lakehead University তে ভর্তি হয়েছে৷
https://rrj.nu/VucpYxnb 

আপনিও স্কলারশিপসহ ভর্তি হতে চাইলে আগামিকাল 3pm-5pm এর মধ্যে আমাদের অফিসে আসতে ভুলবেন না৷ 

ঠিকানাঃ Wasa Circle (Beside SH Khan petrol pump), Chattogram.
GIC Education. ",0,1,1,1,1,1,0,0,1,1,1,0,6.11,246
spam,"অভিনন্দন .!
আপনার প্রোফাইলটি কানাডিয়ান ইউনিভার্সিটিতে ভর্তির জন্য প্রি-সিলেক্টেড হয়েছে৷ 

মিঃ রাফির মতো আপনিও পেতে পারেন ৪০০০০ CAD পর্যন্ত স্কলারশিপসহ কানাডিয়ান ইউনিভার্সিটি ভর্তি হবার সুযোগ৷ 
https://rrj.nu/kFGj26Cd 
পরবর্তী প্রসেস শুরু করতে আমাদের সাথে দেখা করুন ১০ জানুয়ারী, 3pm-5pm এর মধ্যে৷ 

ঠিকানাঃ Wasa Circle (Beside SH Khan petrol pump), Chattogram.
GIC Education. ",1,1,1,1,1,0,0,0,1,1,1,1,6.2,327
spam,"তুরষ্কের বিখ্যাত Aygaz LPG এখন আপনার এলাকায়।
অর্ডার করুন- 09612090909
StopAd? SMS BVZI to 21242",1,1,1,0,1,0,1,0,0,0,0,1,5.27,84
spam,"উপহার 2500 টাকা পেয়েছেন, চেক 213*26544#",1,1,0,0,0,1,0,0,0,0,0,1,5.17,34
ham,"প্রমোশনাল এসমএস না চাইলে *৭# ডায়াল করে চালু করুন ডু নট ডিসটার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি",0,1,0,0,0,0,0,0,0,1,0,1,4.33,95
spam,"৩৬%পর্যন্ত ছাড়ে বাবুর ডায়াপার
নগদ-এ৳৭৫ক্যাশব্যাক
T&C
chdl.co/nYSDqvCC",0,1,0,0,1,0,0,0,0,0,0,0,8.29,66
spam,"মূল্যছাড়ে
শাক-সবজি
মাছ-মাংস
চাল-ডাল
ডিম-তেল
স্ন্যাকস
chdl.co/nY3qqtgf",0,1,0,0,1,0,0,0,0,0,0,0,8.14,69
spam,"আসসালামু আলাইকুম।

চট্রগ্রামে আননিসা গ্যালারির ২য় শোরুম উদ্বোধন উপলক্ষে আকর্ষণীয় ছাড় এবং উপহার পেতে চলে আসুন আমাদের আউটলেট এ।

গ্র্যান্ড ওপেনিং: ১৭/১২/২০২২। সকালঃ ১১টা। সপ: A2 , লেভেল: 3, বালি আর্কেড, চকবাজার, চট্রগ্রাম।
Helpline: 01630536530
www.annisagallerybd.com",1,1,0,1,1,1,1,0,1,0,0,1,6.11,237
spam,আপনার BondhuShondan IVR_Daily সার্ভিসটির সাবস্ক্রিপশন সম্পন্ন করতে দয়া করে এই 123 টি এসএমএস এ পাঠান।,0,1,1,0,1,0,0,0,0,0,0,0,5.67,86
spam,"[Pathao] বেশি অডার গরি জিতি লন কক্সবাজার ট্রিপ!
তাহলে আর দেরি কিসের? পাঠাও ফুড-এ মি লাইকি রেস্টুরেন্ট চকবাজার ব্রাঞ্চ থেকে বেশি বেশি অর্ডার করে জিতে নিন কক্সবাজার ট্রিপ! 
এখনই অর্ডার করুন: https://cutt.ly/J1xS6vD *শর্ত প্রযোজ্য",0,1,0,1,1,0,0,0,0,1,1,0,5.29,195
spam,"৳৯৯ ডিম আজই শেষদিন
তেল ৳৯৫৯
Y25 কোডে ৳২৫ মূল্যের গিফট
Chaldal.com/FREE",0,1,1,0,1,0,0,0,0,0,0,0,4.75,62
spam,"৩ জিবি ৯৮ টাকা, মেয়াদ ৩০ দিন। শুধুমাত্র মাইটেলিটক অ্যাপে।",0,0,0,0,0,1,0,0,1,0,0,0,4.5,48
spam,এই ইদে ইবিএল কার্ডে উপভোগ করুন আকর্ষণীয় ট্র্যাভেল ও টুরিজম অফার! বিস্তারিত: https://ebl.com.bd/Eid-Offers-2023#travel শর্ত প্রযোজ্য,0,1,0,1,0,1,0,0,0,0,1,1,7.07,117
spam,"কোরবানির জন্য পছন্দের পশুটি কিনুন নির্বিঘ্নে, আপনার ইবিএল কার্ড দিয়ে! বিস্তারিত জানতে ভিজিট করুন: https://ebl.com.bd/Eid-Offers-2023#cattle  শর্ত প্রযোজ্য।",0,1,0,1,0,1,0,0,0,0,1,1,7.35,138
ham,"প্রিয় আপু আসসালামু আলাইকুম। আগামী ২৩/১২/২০২২ কসবাউবি প্রথম রিইউনিয়ন অনুষ্ঠানে আপনাকে স্বাগতম। অনুষ্ঠানে যোগদানের জন্য আমাদের পাঠানো এই এসএমএস টি অবশ্যই সঙ্গে করে নিয়ে আসবেন। 
বিঃদ্রঃ- কোন বাচ্চা ও অতিথি গ্রহণযোগ্য নয়।
ধন্যবাদ।",0,1,0,0,0,1,0,0,1,1,0,1,5.61,195
ham,ইন শা আল্লাহ,0,0,0,0,0,0,0,0,0,0,0,0,3.33,10
ham,মন খারাপ করিস না.... আমাদের সবার একসাথে আসবে ইনশাআল্লাহ,0,0,0,0,0,0,0,0,0,0,1,0,4.78,47
ham,"কোভিড-১৯ ভ্যাকসিনঃ ফারিবা তাসনিয়া খান, ৩য় ডোজ গ্রহণের তারিখঃ ২১-০৪-২০২২, কেন্দ্রঃচট্টগ্রাম মেডিকেল কলেজ হাসপাতাল(টিকা কার্ড ডাউনলোড করে সঙ্গে নিয়ে আসতে হবে)",1,1,0,0,0,0,0,0,1,0,0,1,6.24,138
spam,KFCপপকর্ন পিৎজা এখন সানডে স্পেশালে! ১টি কিনলে ১টি ফ্রি! pizzahutbd.com,0,1,1,0,1,0,0,0,0,1,0,0,5.8,61
spam,প্রতিদিনের খবর এসএমএস এ পেতে ডায়াল করুন *26397*1# চার্জ ৳২.৬৭ দৈনিক,1,1,0,0,0,0,0,0,1,0,0,1,4.82,57
spam,"ছবি, ভিডিও, মিউজিক- মোবাইলের সব ডাটার ব্যাকআপ রাখুন My Drive-এ। আজই ডাউনলোড করুন: https://cutt.ly/MyDrive",0,1,0,1,1,0,0,0,0,0,1,0,5.79,92
spam,করোনা ভাইরাস থেকে বাঁচতে নানা টিপস পেতে ডায়াল করুন *213*14002# চার্জ ২.৬৭/দিন,1,1,0,0,0,0,0,0,1,0,0,1,5.08,66
ham,আমার কলেজ লাইফের ফ্রেন্ড।সম্ভব হলে হেল্প করিস তোরা।,0,0,0,0,0,0,0,0,0,0,0,0,5.25,44
ham,Facebook-এ দুই-ধাপ বিশিষ্ট যাচাইকরণের জন্য 799199 ব্যবহার করুন৷,1,1,0,0,1,0,0,0,0,0,0,0,6.75,56
spam,সাথেই থাকুন। *1122*10# ডায়েল করে পেয়ে যান 10 টাকা ব্যালেন্স ! ভ্যাট এবং সার্ভিস চার্জ প্রযোজ্য!,0,1,0,0,0,1,0,0,0,0,0,1,4.93,80
ham,আপু আমার মেয়ে আজকে শরীর খারাপ...  আমি কালকে যাবো,0,0,0,0,0,0,0,0,0,0,1,0,4.0,39
ham,আমাকেই এখনো একজনের পালা লাগে।আম্মু সকালে উঠে নাস্তা বানায়।আমার টিফিন রেডি করে দেয়।তারপর স্কুলে যায়।আর আমি ঘুম থেকে উঠে খালি রেডি হই।তাতেই আমার লেইট হয়ে যায়।,0,0,0,0,0,0,0,0,0,1,0,0,4.81,131
spam,ইমরান ও ন্যান্সির এক পৃথিবী প্রেম ৭দিনের জন্য গুন্গুন্ সেট ক,0,0,0,0,0,0,0,0,0,0,0,0,4.55,50
spam,তোমায় যদি-বুশরা শাহরিয়ার গানটি Airteltune সেট করতে dial *22788*951#,1,1,0,0,1,0,0,0,0,0,0,1,6.11,59
spam,মোবাইল ব্যালেন্সে আনলিমিটেড সিনেমা দেখতে Subscribe: https://robi.epicon.in,0,1,0,1,1,0,0,0,0,0,1,0,8.86,68
spam,প্রিয়জনের মুখে হাসি ফুটানোর বার্তা পেতে ডায়াল  করুন *213*820# চার্জ ২.৬৭ টাকা/দিন,0,1,0,0,0,1,0,0,1,0,0,1,5.33,69
spam,"আলী আকবর  (মিন্টু)  ভাইয়ের সালাম নিন, জনগনের  সেবা করার সুযোগ  দিন।",0,1,0,0,0,0,0,0,0,0,0,0,4.45,53
spam,"হেলথ্কেয়ার ফার্মাসিউটিক্যালস লিমিটেড এর অঙ্গপ্রতিষ্ঠান ‘শিলাইদহ ডেইরী’ আপনার প্রয়োজন পূরণ ও সুস্বাস্থ্য নিশ্চিত করতে বাজারে এনেছে খাঁটি দুধের ক্রীম থেকে তৈরি আল্ট্রা বাটার। পণ্য বাছাই এর সময় তাই পরিবারের জন্য হেলদি ও টেস্টি খাবার নিশ্চিত করুন স্বাদ ও মানে অনন্য আল্ট্রা বাটারের সাথে। আল্ট্রা বাটার - লেটস্ টেস্ট দ্যা বেস্ট।

আমাদের সম্পর্কে বিস্তারিত জানতে কিংবা অর্ডার করতে ভিজিট করুন- আল্ট্রা’র ফেসবুক পেজঃ https://cutt.ly/iEW25U8 ওয়েবসাইটঃ https://cutt.ly/JEW9fQl অথবা কল করুন ০১৮৪৪২৪৫২০৬ এই নম্বরে।",1,1,1,1,0,0,1,0,0,1,1,0,5.9,434
spam,ESSENTIALS & OPHELIA এর সকল শোরুমে ন্যূনতম ৩০০০ টাকার পন্য ক্রয় করলেই পাচ্ছেন মেম্বারশিপ কার্ড! যে কার্ডে উপভোগ করবেন আজীবন 10% ছাড়!,0,1,1,0,1,1,0,0,1,0,0,1,5.14,112
spam,"ডিম🥚৳৫৯!
হিমসাগর🥭 ৳৭৯/KG!
মাল্টা🍊৳১২৯/KG!

Chaldal.com/top-items",0,1,1,0,1,0,0,1,0,0,0,0,9.6,63
spam,"সুস্বাদু হিমসাগর ও ল্যাংড়া আম 🥭 গিফট বক্স!

Chaldal.com/fresh-fruit",0,1,0,0,1,0,0,1,0,0,0,0,6.62,60
spam,"পবিত্র ঈদকে সামনে রেখে আপনার প্রিমিয়াম লাইফস্টাইল ব্র্যান্ড স্ট্রাইপে চলছে ""স্ট্রাইপ ঈদ ফেস্ট"", পাচ্ছেন ২০% পর্যন্ত ছাড়! আজই শপিং করুন www.stripe.clothing থেকে।",0,1,0,1,0,0,0,0,0,0,0,0,5.95,139
ham, হল আপনার Google যাচাইকরণ কোড৷,0,0,0,0,1,0,0,0,0,0,0,0,5.0,25
ham,"শুভ জন্মদিন নানী.. অনেক অনেক ভাল থাক, সুস্থ থাক.. ভালবাসা রইল.. 
শ্রাবন্তী..  ",0,0,0,0,0,0,0,0,0,1,1,0,4.58,65
spam,"ইসলামী ব্যাংক আপনার সেবায় এখন চট্টগ্রামের টেরিবাজারে,আপনি আমন্ত্রিত।
StopAd? SMS SWRL to 21242",1,0,1,0,1,0,0,0,0,0,0,1,6.08,83
ham,তোর ফোন বন্ধ। কোন সমস্যা?,0,0,0,0,0,0,0,0,0,0,0,0,3.8,21
spam,আজ আড়ং এর বর্ষপূর্তি উপলক্ষে চলছে বিশাল ডিস্কাউন্ট। লুকে নিন সব আকর্ষণীয় উপহার। নিচের লিংকটি ক্লিক করে জিতে নিন এখনই। ,0,0,0,0,0,0,0,0,0,1,0,0,4.75,98
spam,ভালোবাসার রঙে জীবন সাজাতে ডায়াল করুন *213*29363# চার্জ ৳২.৬৭/দিন।,1,1,0,0,0,0,0,0,1,0,0,1,5.67,57
spam,প্রিয়জনকে ভালবাসি বলতে ডায়াল করুন *213*1533# চার্জ ৳২.৬৭/দিন,0,1,0,0,0,0,0,0,1,0,0,1,6.25,55
spam,প্রিয়জনদের খুশী করার টিপস পেতে ডায়াল *213*1468# চার্জ ৳২.৬৭/দিন,0,1,0,0,0,0,0,0,1,0,0,1,5.78,57
spam,জিতে নিন আই ফোন। এখনই এই লিংকে ক্লিক করে জেনে নিন বিস্তারিত ,0,0,0,0,0,0,0,0,0,1,0,0,3.92,48
